,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Годинанареновирање,Адреса
2779,1€,42.00877,21.45126,4,240m²,2спрата,Струја,432m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,3,Да,2Паркингместа,Североисток,2002,2010,Hipodrom
2780,72000€,41.931839,21.502835,5,250m²,2спрата,Друго,300m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,2,Да,Повеќеод4паркингместа,Југоисток,2014,,ВАРДАРИШТЕ
2781,6000€,41.715954,21.770997,4,52m²,2спрата,Друго,82m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Тераса,1,Да,Нема,Југоисток,,,
2782,120000€,42.009423,20.971549,7,210m²,3спрата,Друго,52m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,2,Да,2Паркингместа,Исток,,,184nr7
2783,150000€,41.745515,22.19396,8,140m²,2спрата,Друго,200m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,2Балкони,2,Да,Гаража+2Паркингместа,Југ,,,Stip
2784,120000€,42.009423,20.971549,7,210m²,3спрата,Друго,52m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,2,Да,2Паркингместа,Исток,,,184nr7
2785,1€,42.00877,21.45126,5,82m²,2спрата,Дрва,380m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,2,Не,1Паркинг,Исток,1,1,7albanskabrigada
2786,150000€,41.9870695865131,21.4519291484375,12,320m²,3спрата,Централно,350m²,Мултисемејнакуќа,Реновирана,Наместен,4Балкони,4,Не,Повеќеод4паркингместа,Југоисток,1980,2015,Skopje
2787,75000€,41.9870695865131,21.4519291484375,4,100m²,2спрата,Струја,4000m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Не,2Паркингместа,Север,1,1,Ulica13vrata18
2788,98000€,41.031728,21.329358,12,320m²,2спрата,Дрва,1100m²,Двo-семејнакуќа,Стара,Празен,4Балкони,4,Да,Повеќеод4паркингместа,Југоисток,,,
2789,110000€,41.9870695865131,21.4519291484375,6,173m²,2спрата,Дрва,360m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Тераса+1Балкон,2,Не,1Гаража,Исток,,,NaselbaLisice
2790,320000€,41.931839,21.502835,4,610m²,Повеќеод4спрата,Друго,610m²,Дуплекс-Лепенакуќа,Воградба,Празен,Повеќеод5балкони,Повеќеод4,Да,Повеќеод4паркингместа,Југозапад,,,ShampionceKVoda
2791,133000€,42.009423,20.971549,7,400m²,3спрата,Дрва,nem²,Двo-семејнакуќа,Реновирана,Наместен,Тераса+5Балкони,3,Да,Гаража+1Паркинг,Југоисток,,,Saraevska5a
2792,По договор,41.949632,21.502494,5,100m²,2спрата,Струја,200m²,Двo-семејнакуќа,Нова,Наместен,1Балкон,1,Не,2Паркингместа,Север,,,BulSrbija
2793,1€,42.1339796950941,21.7356989250652,7,200m²,2спрата,Струја,400m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,Тераса+2Балкони,2,Да,1Паркинг,Југозапад,2010,,GladnoPolje
2794,135000€,41.9870695865131,21.4519291484375,5,200m²,1спрат,Дрва,500m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,2,Да,1Гаража,Југоисток,1980,2000,PartizanskiOdredibr34/1/5
2795,65000€,41.9851426726977,21.4559555053711,8,200m²,2спрата,Друго,1020m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Тераса+1Балкон,1,Не,Гаража+4Паркингместа,Североисток,,2010,насОрешани
2796,1€,41.173346,20.677493,1,400m²,4спрата,Друго,452m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,2,Не,1Паркинг,Југозапад,2000,2000,PartizanskiOdredibr34/1/5
2797,1€,41.715954,21.770997,3,100m²,Приземје,Дрва,500m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,Нема,1,Не,1Гаража,Исток,,,stojanburcevski51
2798,По договор,42.0694297685965,21.5067672729492,4,110m²,Приземје,Друго,250m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,1,Да,3Паркингместа,Југ,1985,,Prizrenska10abr4
2799,180000€,41.9870695865131,21.4519291484375,5,180m²,2спрата,Струја,260m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Тераса+3Балкони,2,Да,Гаража+3Паркингместа,Североисток,2003,2018,ulDEMIRTRAJKO3b
2800,115000€,41.993825,21.436139,5,90m²,Приземје,Струја,110m²,Еднасемејнакуќа-Самостојна,Нова,Празен,1Балкон,1,Да,1Паркинг,Југ,2018,2018,PartizanskiOdredi34
2801,65000€,41.9810911075494,21.4365817397943,3,116m²,2спрата,Струја,154m²,Двo-семејнакуќа,Реновирана,Полунаместен,3Балкони,1,Да,1Паркинг,Југозапад,,,ТомеТомшиќ-КиселаВода
2802,1€,41.9870695865131,21.4519291484375,5,120m²,1спрат,Струја,180m²,Половинакуќа,Стара,Наместен,1Балкон,2,Да,Нема,Југ,,,
2803,170000€,41.991502,21.39781,5,100m²,Високоприземје,Централно,100m²,Еднасемејнакуќа-Самостојна,Нова,Празен,1Тераса,2,Да,1Паркинг,Исток,2008,100,СКОПЈЕ
2804,80000€,41.9870695865131,21.4519291484375,6,120m²,2спрата,Дрва,950m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Тераса,1,Не,Гаража+Повеќеод4паркингместа,Југозапад,1971,2016,ul500br21
2805,200000€,41.924335,22.404964,10,500m²,3спрата,Нема,50m²,Еднасемејнакуќа-Самостојна,Нова,Празен,1Балкон,1,Да,1Паркинг,Југ,,,CvetanDimovbb
2806,1€,41.484224,22.089622,8,300m²,2спрата,Дрва,400m²,Двo-семејнакуќа,Реновирана,Полунаместен,3Балкони,2,Не,Гаража+2Паркингместа,Северозапад,,,ДамеГруев118Неготино
2807,31000€,41.9870695865131,21.4519291484375,2,40m²,Приземје,Струја,250m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,1Паркинг,Север,2000,2009,Fushtanska
2808,160000€,41.3972643301747,21.5558342742252,6,400m²,2спрата,Нема,400m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,4Балкони,1,Да,1Паркинг,Југ,,,Fhjkkgggjkkk
2809,27000€,41.031728,21.329358,5,88m²,2спрата,Нема,58m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,2Паркингместа,Југозапад,,,ул;КирилПејчиновик46
2810,25000€,41.9646534281327,21.4447901905911,3,61m²,Високоприземје,Струја,20м2m²,Дуплекс-Лепенакуќа,Стара,Празен,1Балкон,1,Да,Гаража+1Паркинг,Југоисток,,,ПрипорулСКовачевиќ22/26
2811,235000€,41.9870695865131,21.4519291484375,5,175m²,Високоприземје,Струја,400m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,2,Да,1Паркинг,Југ,,,ТАФТАЛИЏЕ2
2812,175000€,41.9870695865131,21.4519291484375,5,240m²,3спрата,Нема,500m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,3,Да,3Паркингместа,Запад,240,2009,ulZheglane7b
2813,135000€,41.9927869922816,21.4019186499354,4,157m²,1спрат,Друго,,Останато,Стара,Празен,Тераса+1Балкон,2,Не,1Гаража,Југ,,,улКопачкабр4
2814,40000€,41.8826374664825,22.5068715164718,10,220m²,3спрата,Нема,100m²,Еднасемејнакуќа-Самостојна,Нова,Празен,2Балкони,3,Да,1Гаража,Југ,2018,2018,БорисКидриќ
2815,1€,41.9870695865131,21.4519291484375,3,60m²,Приземје,Дрва,250m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Да,Гаража+1Паркинг,Исток,,,
2816,По договор,42.132926,21.715878,8,200m²,2спрата,Друго,260m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,4Балкони,2,Да,1Гаража,Југоисток,,,ulLeskovackabr26
2817,По договор,41.9870695865131,21.4519291484375,15,100m²,Приземје,Друго,,Останато,Стара,Наместен,1Балкон,1,Да,1Паркинг,Исток,,,SkopjeKaleAmbasadaAmerika
2818,95000€,41.9870695865131,21.4519291484375,4,120m²,2спрата,Струја,124m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Да,2Паркингместа,Југ,1980,,Трнодол
2819,75000€,42.125413408487,21.7193706846884,8,200m²,3спрата,Струја,80m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Тераса+2Балкони,2,Да,Гаража+1Паркинг,Југ,1979,2017,NarodnaRevolucija144
2820,По договор,41.708705216414,22.8566585093231,35,416m²,2спрата,Дрва,416m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,1,Да,Повеќеод4паркингместа,Исток,,,Berovo
2821,120000€,41.0344472779752,21.3077286665039,12,180m²,1спрат,Друго,1783m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,2Балкони,1,Не,Гаража+1Паркинг,Југозапад,1975,,Dovledzik168
2822,180000€,41.991502,21.39781,8,142m²,3спрата,Друго,347m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Да,1Паркинг,Југ,2000,2000,tavtalıdze
2823,1€,42.205478,22.333429,6,120m²,2спрата,Дрва,380m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,1Балкон,1,Да,1Паркинг,Запад,,,8mioktomvribr65
2824,1€,41.745515,22.19396,12,350m²,4спрата,Друго,300m²,Останато,Нова,Наместен,Повеќеод5балкони,4,Да,Гаража+4Паркингместа,Југоисток,2006,,PanceKaragozov
2825,По договор,41.5066870370345,20.9544169244922,9,220m²,2спрата,Друго,258m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,5Балкони,2,Да,Гаража+2Паркингместа,Запад,,,11tiSeptemvriKichevo
2826,55000€,41.924335,22.404964,4,160m²,2спрата,Дрва,35m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,1Балкон,2,Не,3Паркингместа,Исток,,,STRASOPINDZUR20
2827,180000€,41.991502,21.39781,6,140m²,2спрата,Друго,370m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,2,Да,1Паркинг,Исток,1985,2007,kozle
2828,По договор,41.978187,21.427388,5,205m²,1спрат,Друго,,,,,,,,,,,,
2829,1€,41.93375,21.621843,6,231m²,1спрат,Друго,1000m²,Вила,Нова,Наместен,2Балкони,2,Да,3Паркингместа,Југоисток,2008,,
