,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Километри,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија
28,100МКД,41.9870695865131,21.4519291484375,Ford,Escort,1993,Дизел,,Рачен,Седани,Сина,Македонска,012020,55kw/75ks,Останато
29,По договор,41.944583,21.395116,AlfaRomeo,Alfa164,1993,Бензин,,Рачен,Седани,Сива,Македонска,012018,110kw/150ks,Останато
30,По договор,41.9870695865131,21.4519291484375,Fiat,Bravo,1996,Бензин/Плин,,Рачен,Седани,Сина,Македонска,012019,158kw/215ks,Останато
31,По договор,41.944583,21.395116,Fiat,Punto,1995,Дизел,,Рачен,Седани,Сина,Македонска,072018,17kw/23ks,Останато
32,По договор,41.944583,21.395116,AlfaRomeo,Alfa145,1995,Бензин,,Рачен,Седани,Зелена,Македонска,012020,66kw/90ks,Останато
33,1МКД,41.931839,21.502835,AlfaRomeo,Alfa156,1999,Бензин/Плин,,Рачен,Останато,Црна,Македонска,012019,161kw/219ks,
34,По договор,41.944583,21.395116,Renault,Espace,2001,Дизел,,Рачен,Моноволумен,Сина,Македонска,082022,80kw/109ks,Еуро1
35,10€,41.944583,21.395116,Fiat,Tempra,1995,Дизел,85000,Рачен,Седани,Црвена,Македонска,,,
36,По договор,41.944583,21.395116,Opel,Astra,1995,Дизел,90000,Рачен,Седани,Сина,Македонска,012017,55kw/75ks,
37,По договор,41.944583,21.395116,Rover,600,1998,Дизел,,Рачен,Седани,Бела,Македонска,012018,2kw/3ks,Останато
38,По договор,41.944583,21.395116,Volvo,Другмодел,1995,Бензин,130000,Рачен,Седани,Сива,Македонска,042018,107kw/145ks,
39,По договор,41.944583,21.395116,Kia,Sephia,1998,Бензин,100000,Рачен,Седани,Сина,Македонска,,,
40,1€,41.346182,21.553379,BMW,530,1998,Дизел,190000,Рачен,Седани,Сива,Македонска,052021,135kw/184ks,Еуро2
41,6999€,41.031728,21.329358,BMW,525,2004,Дизел,200000,Рачен,Седани,Црна,Македонска,052022,131kw/178ks,Еуро4
42,1€,42.132926,21.715878,Audi,A3,1999,Дизел,20000,Рачен,Maлиградски,Жолта,Странска,112018,51kw/69ks,Еуро3
43,По договор,41.9870695865131,21.4519291484375,Lancia,Delta,2010,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,092022,88kw/120ks,Еуро5
44,2600€,41.346182,21.553379,Mercedes-Benz,200,2001,Дизел,250000,Рачен,Седани,Црвена,Македонска,052022,105kw/143ks,Еуро3
45,2€,41.3408497161955,21.5797290213623,Opel,Zafira,2006,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,082020,110kw/150ks,Еуро4
46,1€,41.346182,21.553379,Citroen,C3,2007,Дизел,250000,Рачен,Хеџбек,Црна,Македонска,092021,50kw/68ks,Еуро4
47,2000€,41.745515,22.19396,Kia,Carnival,2006,Дизел,200000,Рачен,Моноволумен,Црна,Странска,012021,1kw/1ks,Еуро3
48,4900€,41.931839,21.502835,BMW,320,2006,Дизел,200000,Рачен,Каравани,Сива,Македонска,092022,120kw/163ks,Еуро4
49,6000€,41.346182,21.553379,Hyundai,Tucson,2007,Дизел,170000,Рачен,Седани,Сива,Македонска,012023,103kw/140ks,Еуро4
50,3000€,41.745515,22.19396,Mitsubishi,Outlander,2008,Дизел,190000,Рачен,Теренци-SUV,Сива,Странска,052021,103kw/140ks,Еуро5
51,3999€,41.924335,22.404964,VWVolkswagen,Polo,2006,Дизел,130000,Рачен,Maлиградски,Сива,Македонска,012022,59kw/80ks,Еуро4
52,850€,41.9870695865131,21.4519291484375,Peugeot,206,2000,Дизел,20000,Рачен,Maлиградски,Сина,Македонска,032020,66kw/90ks,Еуро3
53,3700€,41.924335,22.404964,VWVolkswagen,Polo,2007,Бензин,110000,Рачен,Седани,Црна,Македонска,012021,51kw/69ks,Еуро4
54,5750€,41.484224,22.089622,Mercedes-Benz,C200,2005,Дизел,250000,Рачен,Седани,Црна,Македонска,072022,95kw/129ks,Еуро4
55,4450€,41.346182,21.553379,Peugeot,207,2007,Дизел,250000,Рачен,Кабриолети,Сива,Македонска,052022,80kw/109ks,Еуро4
56,1€,42.009423,20.971549,BMW,320,2013,Дизел,170000,Автоматски,Седани,Бела,Македонска,122022,136kw/185ks,Еуро6
57,По договор,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2000,Бензин,200000,Рачен,Хеџбек,Црна,Македонска,012020,74kw/101ks,Еуро3
58,2900€,42.132926,21.715878,Fiat,Punto,2005,Дизел,150000,Рачен,Maлиградски,Сива,Странска,022021,55kw/75ks,Еуро4
59,8888€,41.346182,21.553379,BMW,730,2005,Дизел,200000,Автоматски,Седани,Сива,Македонска,072020,170kw/231ks,Еуро4
60,2100€,41.884235,22.515181,Mercedes-Benz,Другмодел,1980,Дизел,170000,Автоматски,Останато,Бела,Македонска,042018,48kw/65ks,Еуро1
61,По договор,41.9870695865131,21.4519291484375,Honda,Civic,2007,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,012022,103kw/140ks,Еуро4
62,5400€,41.745515,22.19396,VWVolkswagen,Touran,2008,Дизел,190000,Рачен,Моноволумен,Црна,Македонска,092022,77kw/105ks,Еуро4
63,6899€,41.9870695865131,21.4519291484375,Opel,Insignia,2009,Дизел,160000,Рачен,Каравани,Сива,Македонска,0811625,96kw/131ks,Еуро4
64,По договор,42.009423,20.971549,VWVolkswagen,Polo,1999,Дизел,200000,Рачен,Каравани,Сива,Македонска,122022,66kw/90ks,Еуро4
65,3600€,41.991502,21.39781,Ford,C-Max,2007,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,122021,85kw/116ks,Еуро5
66,По договор,42.009423,20.971549,Audi,A4,2006,Дизел,180000,Рачен,Седани,Сива,Македонска,032022,103kw/140ks,Еуро4
67,По договор,42.009423,20.971549,Audi,A3,2008,Дизел,200000,Рачен,Седани,Сива,Македонска,092022,77kw/105ks,Еуро5
68,1900€,41.9870695865131,21.4519291484375,Opel,Corsa,2003,Бензин,190000,Рачен,Maлиградски,Сина,Македонска,102021,55kw/75ks,Еуро4
69,По договор,42.009423,20.971549,BMW,320,2005,Дизел,190000,Рачен,Седани,Црна,Македонска,122022,120kw/163ks,Еуро4
70,44000€,41.031728,21.329358,BMW,650,2014,Бензин,70000,Автоматски,Купеа,Бела,Македонска,0111625,417kw/567ks,Еуро5
71,12500€,41.484224,22.089622,Audi,A4,2010,Дизел,170000,Рачен,Седани,Сина,Македонска,062022,105kw/143ks,Еуро5
72,По договор,41.173346,20.677493,Opel,Vectra,1996,Бензин/Плин,200000,Рачен,Седани,Црна,Македонска,042022,74kw/101ks,Еуро3
73,9700€,41.745515,22.19396,VWVolkswagen,Passat,2011,Дизел,200000,Рачен,Седани,Сива,Македонска,122021,105kw/143ks,Еуро5
74,700€,41.14712,22.507161,Lada,Niva,1982,Бензин,100000,Рачен,Теренци-SUV,Зелена,Македонска,022022,56kw/76ks,Останато
75,3400€,41.346182,21.553379,Mercedes-Benz,A180,2004,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,092022,81kw/110ks,Еуро4
76,1€,41.51282,20.96083,Opel,Insignia,2012,Дизел,200000,Автоматски,Каравани,Сива,Македонска,062022,118kw/160ks,Еуро5
77,11500€,41.440569,22.639528,Audi,A5,2009,Дизел,200000,Рачен,Купеа,Сива,Македонска,022022,223kw/303ks,Еуро5
78,7900€,41.924335,22.404964,Seat,AlteaXL,2011,Дизел,170000,Рачен,Моноволумен,Црна,Македонска,012023,77kw/105ks,Еуро5
79,400€,41.9870695865131,21.4519291484375,Citroen,AX,1991,Дизел,200000,Рачен,Хеџбек,Црвена,Македонска,112021,33kw/45ks,Еуро2
80,13300€,41.440569,22.639528,BMW,525,2010,Дизел,200000,Рачен,Седани,Бела,Македонска,072022,149kw/203ks,Еуро5
81,2300€,41.9870695865131,21.4519291484375,Fiat,Punto,2002,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,082022,63kw/86ks,Останато
82,1€,41.031728,21.329358,Mercedes-Benz,ML320,2005,Дизел,190000,Автоматски,Теренци-SUV,Сива,Македонска,012022,165kw/224ks,Еуро4
83,11990€,42.009423,20.971549,VWVolkswagen,Tiguan,2009,Дизел,200000,Автоматски,Теренци-SUV,Црна,Македонска,102021,103kw/140ks,Еуро5
84,2800€,41.031728,21.329358,VWVolkswagen,Sharan,2001,Дизел,250000,Автоматски,Моноволумен,Бела,Македонска,102021,88kw/120ks,Еуро3
85,1€,41.031728,21.329358,Fiat,Punto,2006,Бензин,180000,Рачен,Хеџбек,Сина,Македонска,102021,44kw/60ks,Еуро4
86,2700€,41.9870695865131,21.4519291484375,Ford,Fiesta,2005,Дизел,170000,Рачен,Maлиградски,Сива,Македонска,062022,50kw/68ks,Еуро4
87,16500€,42.009423,20.971549,BMW,320,2012,Дизел,180000,Автоматски,Седани,Црна,Македонска,092022,184kw/250ks,Еуро5
88,6000€,41.9870695865131,21.4519291484375,Seat,Altea,2011,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,042022,77kw/105ks,Еуро5
89,14800€,41.924335,22.404964,VWVolkswagen,Passat,2017,Дизел,200000,Рачен,Седани,Сина,Македонска,102022,88kw/120ks,Еуро6
90,По договор,41.9870695865131,21.4519291484375,Porsche,Cayenne,2003,Бензин,200000,Автоматски,Теренци-SUV,Сива,Македонска,092021,270kw/367ks,Еуро4
91,1234€,41.031728,21.329358,Skoda,Octavia,2000,Дизел,190000,Рачен,Каравани,Сина,Странска,072021,81kw/110ks,Еуро3
92,1€,41.173346,20.677493,Kia,Sportage,1999,Дизел,150000,Рачен,Теренци-SUV,Зелена,Странска,012020,66kw/90ks,
93,1234€,41.031728,21.329358,Renault,Megane,2005,Дизел,180000,Рачен,Хеџбек,Црвена,Странска,072021,66kw/90ks,Еуро5
94,1234€,41.031728,21.329358,Ford,Ka,1998,Бензин,150000,Рачен,Maлиградски,Жолта,Македонска,072021,40kw/54ks,Еуро3
95,1234€,41.031728,21.329358,VWVolkswagen,Passat,1999,Дизел,200000,Рачен,Каравани,Сина,Странска,082021,81kw/110ks,Еуро3
96,1234€,41.031728,21.329358,Audi,A4,1999,Дизел,190000,Рачен,Седани,Црвена,Странска,012022,81kw/110ks,Еуро3
97,1234€,41.031728,21.329358,Seat,Leon,2001,Бензин,190000,Рачен,Хеџбек,Црвена,Странска,082021,65kw/88ks,Еуро3
98,1234€,41.031728,21.329358,Lancia,Lybra,2003,Дизел,140000,Рачен,Каравани,Сина,Македонска,072021,60kw/82ks,Еуро3
99,1500€,41.031728,21.329358,Rover,416,1999,Бензин/Плин,190000,Рачен,Седани,Бела,Македонска,062022,75kw/102ks,Еуро3
100,3200€,41.978187,21.427388,Opel,Astra,2008,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,072022,66kw/90ks,Останато
101,1€,41.801881,20.913259,BMW,530,2013,Дизел,190000,Автоматски,Седани,Бела,Македонска,092022,190kw/258ks,Еуро5
102,1€,41.989867,21.581912,Ford,Focus,2014,Бензин,130000,Рачен,Седани,Бела,Македонска,072021,75kw/102ks,Еуро6
103,1МКД,41.346182,21.553379,Audi,A3,2007,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,042022,103kw/140ks,Еуро4
104,1€,42.00877,21.45126,VWVolkswagen,Polo,1998,Бензин,160000,Рачен,Седани,Зелена,Македонска,012023,44kw/60ks,Еуро3
105,4000€,41.031728,21.329358,VWVolkswagen,Golf,2004,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,082022,77kw/105ks,Еуро4
106,4800€,41.715954,21.770997,Skoda,Octavia,2010,Дизел,170000,Рачен,Седани,Бела,Македонска,062022,77kw/105ks,Еуро4
107,4000€,41.031728,21.329358,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,052022,77kw/105ks,Еуро4
108,550€,42.013646,21.32586,Toyota,Carina,1992,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,062021,77kw/105ks,Останато
109,5999€,42.205478,22.333429,Seat,AlteaXL,2010,Дизел,190000,Рачен,Хеџбек,Сина,Македонска,012021,77kw/105ks,Еуро4
110,1€,41.111733,20.798579,Cadillac,BLS,2008,Дизел,200000,Автоматски,Каравани,Црна,Македонска,122021,110kw/150ks,Еуро4
111,1450€,41.924335,22.404964,VWVolkswagen,Golf,1994,Бензин,180000,Рачен,Maлиградски,Бела,Македонска,122021,55kw/75ks,Еуро2
112,5150€,42.205478,22.333429,Audi,A4,2005,Дизел,190000,Рачен,Седани,Црна,Македонска,012020,103kw/140ks,Еуро4
113,4800€,41.9870695865131,21.4519291484375,Seat,Altea,2008,Дизел,200000,Рачен,Седани,Сива,Странска,012021,77kw/105ks,Еуро4
114,4900€,41.438304,22.004864,Fiat,Doblo,2008,Дизел,180000,Рачен,Моноволумен,Црна,Македонска,022022,60kw/82ks,Еуро4
115,1500€,41.9870695865131,21.4519291484375,Hyundai,Lantra,2004,Дизел,250000,Рачен,Седани,Сива,Странска,032022,68kw/92ks,Еуро3
116,14999€,41.031728,21.329358,Audi,A6,2014,Дизел,200000,Автоматски,Седани,Златна,Странска,062020,150kw/204ks,Еуро5
117,3750€,42.205478,22.333429,Peugeot,307,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,012021,66kw/90ks,Еуро4
118,5000€,41.9870695865131,21.4519291484375,Mercedes-Benz,E270,2003,Дизел,250000,Рачен,Седани,Бела,Македонска,022021,136kw/185ks,Еуро4
119,1€,41.346182,21.553379,Citroen,C1,2007,Дизел,150000,Рачен,Maлиградски,Сива,Македонска,112021,45kw/61ks,Еуро4
120,1€,41.346182,21.553379,Mazda,3,2012,Дизел,100000,Рачен,Хеџбек,Сина,Македонска,112021,85kw/116ks,Еуро5
121,1600МКД,42.132926,21.715878,Ford,Mondeo,2006,Дизел,,Рачен,Седани,Црна,Македонска,082023,110kw/150ks,Еуро4
122,1300€,41.715954,21.770997,Daewoo,Matiz,1999,Бензин/Плин,140000,Рачен,Седани,Сина,Македонска,062022,38kw/52ks,Еуро3
123,6999€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2010,Бензин/Плин,180000,Автоматски,Седани,Црна,Македонска,012020,110kw/150ks,Еуро5
124,2600€,41.031728,21.329358,BMW,320,1999,Дизел,300000,Рачен,Седани,Црна,Македонска,072022,100kw/136ks,Еуро3
125,1€,41.346182,21.553379,Opel,Corsa,2004,Бензин,120000,Автоматски,Maлиградски,Црна,Македонска,112021,44kw/60ks,Еуро4
126,1800€,42.052075,21.450415,BMW,525,1998,Дизел,350000,Рачен,Седани,Црна,Македонска,052022,143kw/194ks,Еуро3
127,5490€,41.9870695865131,21.4519291484375,Peugeot,308,2010,Дизел,170000,Рачен,Седани,Бела,Македонска,042022,68kw/92ks,Еуро5
128,3750€,42.132926,21.715878,VWVolkswagen,Golf,2004,Бензин,150000,Рачен,Седани,Сина,Македонска,102022,66kw/90ks,Еуро4
129,1700€,41.801881,20.913259,Mercedes-Benz,A170,2000,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,122021,66kw/90ks,Еуро2
130,1€,41.111733,20.798579,Yugo,55,1997,Бензин,100000,Рачен,Maлиградски,Бела,Македонска,012021,1kw/1ks,Еуро1
131,2000€,41.346182,21.553379,Renault,Laguna,2002,Дизел,250000,Рачен,Седани,Сива,Македонска,122022,78kw/106ks,Еуро4
132,5499€,41.438304,22.004864,VWVolkswagen,Golf,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,062020,77kw/105ks,Еуро4
133,5499€,41.438304,22.004864,VWVolkswagen,Golf,2011,Дизел,250000,Рачен,Каравани,Сива,Македонска,072023,77kw/105ks,Еуро5
134,3200€,42.052075,21.450415,Toyota,Yaris,2002,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,102021,75kw/102ks,Еуро4
135,3100€,41.438304,22.004864,Seat,Ibiza,2006,Дизел,200000,Рачен,Maлиградски,Црвена,Македонска,072020,51kw/69ks,Еуро4
136,1500€,41.9870695865131,21.4519291484375,Renault,Laguna,2001,Дизел,350000,Рачен,Каравани,Сива,Македонска,102021,77kw/105ks,Еуро4
137,По договор,42.1382618074298,21.6914949207602,Peugeot,207,2006,Бензин,200000,Рачен,Седани,Златна,Странска,112021,80kw/109ks,Еуро4
138,2200€,41.9870695865131,21.4519291484375,BMW,320,1999,Дизел,200000,Рачен,Седани,Црна,Македонска,112021,100kw/136ks,Еуро4
139,7200€,41.9870695865131,21.4519291484375,Opel,Antara,2007,Дизел,150000,Рачен,Теренци-SUV,Црна,Македонска,032022,110kw/150ks,Еуро4
140,2500€,41.991502,21.39781,Ford,C-Max,2004,Бензин/Плин,250000,Рачен,Моноволумен,Сина,Македонска,082021,74kw/101ks,Еуро4
141,4000€,41.173346,20.677493,VWVolkswagen,Touran,2004,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,042022,103kw/140ks,Еуро4
142,3700€,41.031728,21.329358,Peugeot,308,2008,Бензин/Плин,150000,Рачен,Хеџбек,Црвена,Македонска,082021,70kw/95ks,Еуро5
143,1€,42.00877,21.45126,Audi,A4,2006,Дизел,170000,Автоматски,Седани,Сина,Македонска,022021,103kw/140ks,Еуро4
144,2400€,41.9870695865131,21.4519291484375,Opel,Corsa,2006,Дизел,25000,Рачен,Maлиградски,Жолта,Македонска,112022,50kw/68ks,Еуро4
145,2500€,42.009423,20.971549,BMW,530,2000,Дизел,200000,Рачен,Каравани,Сива,Македонска,042022,135kw/184ks,Еуро3
146,3300€,42.009423,20.971549,Mercedes-Benz,C200,1999,Дизел,200000,Рачен,Седани,Сива,Македонска,012021,75kw/102ks,Еуро3
147,2300€,41.745515,22.19396,VWVolkswagen,Golf,1999,Дизел,200000,Рачен,Хеџбек,Црвена,Македонска,122022,81kw/110ks,Останато
148,5200€,41.346182,21.553379,Daihatsu,Terios,2006,Бензин/Плин,120000,Рачен,Теренци-SUV,Црна,Македонска,042022,63kw/86ks,Еуро4
149,230€,41.4085,22.239783,Zastava,Yugo,1989,Бензин,100000,Рачен,Maлиградски,Сина,Македонска,102020,40kw/54ks,Еуро1
150,55€,41.51282,20.96083,AlfaRomeo,Alfa147,2006,Дизел,200000,Рачен,Хеџбек,Златна,Странска,112021,88kw/120ks,Еуро4
151,55€,41.51282,20.96083,AlfaRomeo,Alfa159,2008,Дизел,200000,Автоматски,Каравани,Сива,Странска,112020,147kw/200ks,Еуро4
152,500€,41.51282,20.96083,BMW,318,1996,Бензин,40000,Рачен,Хеџбек,Црна,Македонска,092022,100kw/136ks,Еуро3
153,1€,41.51282,20.96083,Audi,A4,2009,Дизел,200000,Рачен,Седани,Сива,Странска,022021,105kw/143ks,Еуро5
154,3700€,41.373181,21.252891,Renault,Megane,2009,Дизел,160000,Рачен,Каравани,Бела,Странска,012022,81kw/110ks,Еуро5
155,16990€,42.132926,21.715878,Audi,A3,2017,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,062022,110kw/150ks,Еуро6
156,3350МКД,42.132926,21.715878,Opel,Corsa,2005,Дизел,140000,Рачен,Maлиградски,Сина,Македонска,022022,0kw/0ks,Еуро4
157,3600€,41.111733,20.798579,Mercedes-Benz,A170,2005,Бензин,250000,Рачен,Maлиградски,Црна,Македонска,092021,85kw/116ks,Еуро4
158,3200€,41.484224,22.089622,Opel,Astra,2004,Дизел,250000,Рачен,Хеџбек,Сина,Македонска,102022,74kw/101ks,Еуро4
159,4100€,41.931839,21.502835,Ford,Fiesta,2010,Дизел,160000,Рачен,Хеџбек,Сина,Македонска,122021,66kw/90ks,Еуро5
160,2400€,41.031728,21.329358,Peugeot,307,2002,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,092021,79kw/107ks,Еуро3
161,19999€,41.978187,21.427388,LandRover,Discovery,2013,Дизел,140000,Автоматски,Теренци-SUV,Црна,Странска,102022,300kw/408ks,Еуро6
162,55€,41.030420359792,21.3952396810055,Renault,Megane,2004,Дизел,170000,Рачен,Кабриолети,Црвена,Македонска,012018,120kw/163ks,
163,1€,41.346182,21.553379,AlfaRomeo,Alfa147,2009,Дизел,,Рачен,Хеџбек,Црна,Македонска,012022,75kw/102ks,Еуро4
164,1450€,41.966811,22.781396,Peugeot,406,2000,Дизел,500000,Рачен,Седани,Сива,Македонска,112021,80kw/109ks,Еуро3
165,6700€,42.132926,21.715878,VWVolkswagen,Golf,2010,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,102021,77kw/105ks,Еуро5
166,11200€,42.132926,21.715878,VWVolkswagen,Golf,2014,Дизел,180000,Рачен,Каравани,Сива,Македонска,102022,77kw/105ks,Еуро5
167,1€,41.865485,21.940845,BMW,116,2006,Бензин,170000,Рачен,Maлиградски,Црна,Македонска,102022,75kw/102ks,Еуро4
168,1€,41.9870695865131,21.4519291484375,Peugeot,406,1999,Бензин/Плин,,Рачен,Останато,Бела,Македонска,022020,1kw/1ks,Останато
169,5700€,41.801881,20.913259,Ford,C-Max,2008,Дизел,250000,Рачен,Теренци-SUV,Црна,Македонска,012022,1kw/1ks,Еуро4
170,1050€,41.9870695865131,21.4519291484375,Seat,Toledo,1992,Бензин/Плин,170000,Рачен,Седани,Црвена,Македонска,052022,1600kw/2175ks,Еуро3
171,2500€,41.801881,20.913259,Toyota,Corolla,2000,Бензин,200000,Автоматски,Maлиградски,Бела,Македонска,072021,81kw/110ks,Еуро3
172,4400€,41.9870695865131,21.4519291484375,Mazda,2,2008,Дизел,120000,Рачен,Хеџбек,Црна,Македонска,012021,50kw/68ks,Еуро4
173,6000€,41.949632,21.502494,BMW,320,2002,Бензин,190000,Рачен,Кабриолети,Црна,Македонска,042021,105kw/143ks,Еуро4
174,1€,41.801881,20.913259,Audi,A3,2014,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,012020,81kw/110ks,Еуро5
175,4500€,41.801881,20.913259,Renault,Clio,2011,Бензин,140000,Рачен,Maлиградски,Бела,Македонска,012020,55kw/75ks,Еуро5
176,1€,41.8345576688414,20.9638452529907,Mitsubishi,SpaceStar,2014,Бензин,130000,Рачен,Maлиградски,Зелена,Македонска,012020,52kw/71ks,Еуро6
177,35€,41.51282,20.96083,Mitsubishi,Colt,2007,Бензин/Плин,140000,Автоматски,Хеџбек,Црна,Македонска,052022,76kw/103ks,Еуро5
178,1400€,41.514916,21.218902,Renault,Laguna,1997,Дизел,250000,Рачен,Каравани,Сина,Македонска,0511625,103kw/140ks,Останато
179,2200€,41.438304,22.004864,Citroen,XsaraPicasso,2002,Дизел,200000,Рачен,Теренци-SUV,Зелена,Македонска,112020,70kw/95ks,Еуро4
180,По договор,41.9870695865131,21.4519291484375,Mercedes-Benz,CLS350,2010,Дизел,200000,Автоматски,Седани,Сива,Македонска,082022,170kw/231ks,Еуро5
181,1€,41.994543,22.181289,Opel,Astra,1999,Дизел,190000,Рачен,Каравани,Златна,Странска,022020,70kw/95ks,
182,1500€,42.009423,20.971549,VWVolkswagen,Sharan,1996,Дизел,200000,Рачен,Моноволумен,Сива,Македонска,102022,81kw/110ks,Еуро3
183,По договор,42.009423,20.971549,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,112021,77kw/105ks,Еуро4
184,По договор,42.009423,20.971549,Audi,A8,2005,Дизел,250000,Автоматски,Седани,Црна,Македонска,122021,202kw/275ks,Еуро5
185,1€,41.9808535365541,22.2077078786969,VWVolkswagen,Passat,1998,Дизел,200000,Автоматски,Каравани,Сива,Странска,042019,110kw/150ks,Еуро2
