,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Километри,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија
33,3600€,41.9870695865131,21.4519291484375,Peugeot,206,2006,Дизел,250000,Рачен,Кабриолети,Црна,Македонска,092019,80kw/109ks,
34,1500€,41.9870695865131,21.4519291484375,Peugeot,306,2000,Дизел,200000,Рачен,Седани,Бела,Македонска,122019,66kw/90ks,
35,1€,41.9870695865131,21.4519291484375,Opel,Astra,2006,Дизел,250000,Рачен,Каравани,Црна,Македонска,032020,110kw/150ks,
36,1€,41.516028,20.533415,Mercedes-Benz,A170,1999,Дизел,200000,Рачен,Седани,Црна,Македонска,102019,66kw/90ks,
37,1€,41.51282,20.96083,BMW,320,2009,Дизел,190000,Полуавтоматски,Седани,Црна,Македонска,082018,130kw/177ks,
38,1€,41.031728,21.329358,Kia,Carnival,2006,Дизел,250000,Рачен,Моноволумен,Сива,Македонска,112019,106kw/144ks,
39,4900€,41.090247,21.016781,VWVolkswagen,Golf,2006,Дизел,190000,Рачен,,,Македонска,042020,105kw/143ks,
40,2600€,41.9870695865131,21.4519291484375,Ford,Fiesta,2007,Дизел,160000,Рачен,Хеџбек,Сива,Македонска,042019,50kw/68ks,
41,999€,42.013646,21.32586,Yugo,Florida,2008,Бензин,10000,Рачен,Останато,Црвена,Македонска,032018,2kw/3ks,
42,6000€,41.9870695865131,21.4519291484375,BMW,318,2007,Бензин/Плин,200000,Рачен,Седани,Црна,Македонска,072019,97kw/132ks,
43,4200€,41.9870695865131,21.4519291484375,Opel,Astra,2007,Дизел,160000,Рачен,Хеџбек,Сина,Македонска,012019,74kw/101ks,
44,5000€,42.052075,21.450415,Toyota,Avensis,2006,Дизел,200000,Рачен,Каравани,Сива,Македонска,122019,125kw/170ks,
45,12€,41.9870695865131,21.4519291484375,Mercedes-Benz,C200,2005,Дизел,250000,Автоматски,Седани,Црна,Македонска,012020,90kw/122ks,
46,2500€,41.991502,21.39781,Subaru,Legacy,2008,Дизел,190000,Рачен,Каравани,Бела,Македонска,012019,0kw/0ks,Еуро4
47,9900€,42.003425,21.463615,Opel,Insignia,2011,Дизел,190000,Рачен,Седани,Златна,Македонска,032019,118kw/160ks,
48,По договор,41.346182,21.553379,VWVolkswagen,Passat,1995,Дизел,200000,Рачен,Седани,Црвена,Македонска,072019,66kw/90ks,
49,По договор,41.9870695865131,21.4519291484375,Mitsubishi,Colt,2001,Бензин,100000,Рачен,Maлиградски,Бела,Македонска,112019,55kw/75ks,
50,По договор,41.111733,20.798579,Opel,Insignia,2008,Дизел,140000,Рачен,Седани,Црна,Македонска,012020,117kw/159ks,Еуро4
51,1€,41.440569,22.639528,Peugeot,407,2005,Дизел,170000,Автоматски,Седани,Сива,Странска,112019,102kw/139ks,
52,111111111€,41.173346,20.677493,VWVolkswagen,Passat,1997,Бензин,300000,Рачен,Каравани,Зелена,Македонска,082018,150kw/204ks,
53,По договор,42.132926,21.715878,Opel,Vectra,1994,Бензин,90000,Рачен,Хеџбек,Сина,Македонска,012018,0kw/0ks,
54,По договор,41.438304,22.004864,Mercedes-Benz,290,1997,Дизел,350000,Рачен,Хеџбек,Бела,Македонска,032019,130kw/177ks,
55,5000€,41.9870695865131,21.4519291484375,Peugeot,807,2007,Бензин/Плин,150000,Автоматски,Моноволумен,Црна,Македонска,062019,103kw/140ks,
56,3900€,41.715954,21.770997,Ford,Focus,2007,Дизел,170000,Рачен,Каравани,Црна,Македонска,012020,80kw/109ks,
57,4699€,42.205478,22.333429,VWVolkswagen,Jetta,2006,Дизел,250000,Рачен,Седани,,Македонска,092019,77kw/105ks,
58,2000€,42.132926,21.715878,VWVolkswagen,Sharan,1997,Бензин/Плин,250000,Рачен,Каравани,Сина,Македонска,102019,85kw/116ks,
59,7878778€,41.440569,22.639528,VWVolkswagen,Golf,2000,Дизел,180000,Рачен,Седани,Сива,Македонска,012020,77kw/105ks,
60,3300€,42.132926,21.715878,Fiat,Linea,2007,Бензин/Плин,170000,Рачен,Седани,Црна,Македонска,022020,57kw/77ks,
61,111111111€,41.991502,21.39781,Toyota,Prius,2008,Хибрид,190000,Автоматски,Седани,Бела,Македонска,092018,57kw/77ks,
62,По договор,41.9870695865131,21.4519291484375,BMW,520,2017,Дизел,45000,Автоматски,Седани,Црна,Странска,092019,120kw/163ks,
63,6000€,41.9870695865131,21.4519291484375,BMW,118,2007,Дизел,180000,Рачен,Теренци-SUV,Сива,Македонска,022019,90kw/122ks,
64,5000€,41.745515,22.19396,VWVolkswagen,Touareg,2006,Дизел,190000,Автоматски,Теренци-SUV,Црна,Странска,052019,134kw/182ks,
65,2250€,41.9870695865131,21.4519291484375,Peugeot,206,2001,Дизел,170000,Рачен,Maлиградски,Зелена,Македонска,072019,66kw/90ks,
66,1€,41.440569,22.639528,VWVolkswagen,Golf,2004,Дизел,160000,Рачен,Седани,Црвена,Странска,012020,103kw/140ks,
67,5500€,41.51282,20.96083,Mercedes-Benz,200,2005,Дизел,160000,Рачен,Седани,Црна,Македонска,112019,90kw/122ks,
68,По договор,41.715954,21.770997,Peugeot,607,2005,Дизел,250000,Автоматски,Седани,Црна,Македонска,052019,0kw/0ks,
69,4200€,42.132926,21.715878,Opel,Frontera,2001,Дизел,10000,Рачен,Теренци-SUV,Сива,Македонска,082018,116kw/158ks,
70,2200€,41.715954,21.770997,Ford,Focus,2002,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,112019,75kw/102ks,
71,По договор,41.745515,22.19396,Dacija,Logan,2008,Дизел,25000,Рачен,Седани,,Македонска,122020,45kw/61ks,
72,По договор,42.132926,21.715878,Lada,Samara,1991,Бензин/Плин,85000,Рачен,Хеџбек,Црвена,Македонска,,,
73,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Sharan,2007,Дизел,160000,Рачен,Моноволумен,Сива,Македонска,032020,140kw/190ks,
74,1€,41.9870695865131,21.4519291484375,Renault,Clio,2000,Бензин,120000,Рачен,Хеџбек,Сива,Македонска,062019,40kw/54ks,
75,1€,41.031728,21.329358,Daewoo,Nexia,1997,Бензин/Плин,150000,Рачен,Седани,Сива,Македонска,072019,60kw/82ks,
76,1100€,41.9870695865131,21.4519291484375,Citroen,SAXO,1998,Дизел,200000,Рачен,Maлиградски,Црвена,Македонска,012020,50kw/68ks,
77,7777777€,41.745515,22.19396,Mercedes-Benz,Vito,2009,Дизел,20000,Рачен,Моноволумен,Црна,Странска,042020,2kw/3ks,
78,1€,41.51282,20.96083,Audi,A6,1996,Дизел,250000,Рачен,Седани,Бела,Македонска,082019,110kw/150ks,
79,2450€,41.9870695865131,21.4519291484375,Citroen,C3,2004,Бензин/Плин,250000,Рачен,Хеџбек,Црна,Македонска,082020,55kw/75ks,
80,8000€,41.745515,22.19396,Mazda,6,2011,Дизел,190000,Рачен,Седани,Црна,Македонска,042020,103kw/140ks,
81,2700€,41.924335,22.404964,VWVolkswagen,Passat,2000,Дизел,250000,Рачен,Каравани,Сива,Македонска,112019,84kw/114ks,
82,6200€,41.0300445811573,21.3270995800094,VWVolkswagen,Golf,2013,Дизел,95000,Рачен,Хеџбек,,Македонска,042020,77kw/105ks,
83,3900€,41.9870695865131,21.4519291484375,Fiat,Bravo,2008,Дизел,180000,Рачен,Хеџбек,Сина,Македонска,052018,88kw/120ks,
84,111111€,42.132926,21.715878,Audi,A4,1998,Дизел,300000,Рачен,Седани,Црна,Странска,022020,66kw/90ks,
85,3550€,41.9870695865131,21.4519291484375,Opel,Astra,2005,Дизел,160000,Рачен,Maлиградски,Сива,Странска,012018,74kw/101ks,
86,8500€,41.9870695865131,21.4519291484375,Mercedes-Benz,S430,2004,Бензин,180000,Автоматски,Седани,Црна,Македонска,052020,210kw/286ks,
87,1€,41.635743,22.470056,Mercedes-Benz,ML320,2007,Дизел,250000,Автоматски,Седани,Црна,Македонска,092019,166kw/226ks,
88,5500€,41.51282,20.96083,VWVolkswagen,Passat,2006,Дизел,200000,Рачен,Седани,Сина,Македонска,052019,103kw/140ks,
89,6250€,41.949632,21.502494,Opel,Insignia,2009,Дизел,200000,Автоматски,Каравани,Златна,Македонска,092019,118kw/160ks,
90,1900€,41.438738,22.729228,VWVolkswagen,Golf,2006,Дизел,15000,Рачен,Хеџбек,Сива,Странска,032019,74kw/101ks,
91,По договор,41.6144286503634,21.6496830546876,VWVolkswagen,Golf,1997,Дизел,190000,Рачен,Останато,,Македонска,,,
92,700€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,1996,Бензин/Плин,100000,Рачен,Хеџбек,Сина,Странска,,,
93,3200€,41.745515,22.19396,Renault,Scenic,2002,Дизел,15000,Рачен,Maлиградски,Црна,Македонска,032019,1kw/1ks,
94,4700€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2006,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,102020,80kw/109ks,
95,200€,41.9870695865131,21.4519291484375,Yugo,55,1991,Бензин/Плин,15000,Рачен,Maлиградски,Црвена,Македонска,012019,200kw/272ks,
96,4300€,41.745515,22.19396,VWVolkswagen,Golf,2004,Дизел,250000,Рачен,Хеџбек,Сина,Македонска,122020,77kw/105ks,
97,2300€,41.924335,22.404964,Opel,Meriva,2005,Дизел,200000,Рачен,Останато,Сива,Македонска,062019,74kw/101ks,
98,3000€,41.51282,20.96083,Mercedes-Benz,C200,2001,Бензин,170000,Рачен,,Сива,Македонска,082019,163kw/222ks,
99,1€,41.0802971656234,20.8266375885048,Citroen,C4,2006,Дизел,180000,Рачен,Maлиградски,,Македонска,022019,80kw/109ks,
100,4700€,41.111733,20.798579,Mercedes-Benz,C200,2003,Дизел,250000,Рачен,Седани,Сива,Македонска,122019,90kw/122ks,
101,4400€,41.9870695865131,21.4519291484375,Citroen,Berlingo,2011,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,062019,55kw/75ks,
102,4400€,41.031728,21.329358,Audi,A3,2004,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,082019,105kw/143ks,
103,3500€,41.9870695865131,21.4519291484375,Opel,Astra,2005,Дизел,150000,Рачен,Каравани,Црна,Македонска,102019,74kw/101ks,
104,11990€,41.031728,21.329358,Audi,TT,2007,Бензин,140000,Автоматски,Купеа,,Македонска,052019,155kw/211ks,
105,4€,41.9870695865131,21.4519291484375,Mercedes-Benz,S320,2001,Дизел,200000,Автоматски,Седани,Сива,Македонска,082018,2kw/3ks,
106,5€,41.9870695865131,21.4519291484375,BMW,323,2001,Бензин,200000,Рачен,Кабриолети,Сива,Македонска,102018,2kw/3ks,
107,По договор,41.346182,21.553379,Toyota,Avensis,2005,Дизел,170000,Рачен,Каравани,Сива,Македонска,052019,85kw/116ks,
108,По договор,41.346182,21.553379,Mercedes-Benz,A180,2007,Бензин,200000,Рачен,Хеџбек,Сива,Македонска,052019,80kw/109ks,
109,По договор,41.346182,21.553379,Renault,Laguna,2006,Бензин,160000,Автоматски,Седани,Сива,Македонска,052019,136kw/185ks,
110,По договор,41.346182,21.553379,BMW,318,2004,Дизел,200000,Рачен,Каравани,Црна,Македонска,052019,85kw/116ks,
111,3500€,41.993825,21.436139,Opel,Astra,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,112019,101kw/137ks,
112,По договор,41.346182,21.553379,Peugeot,407,2004,Дизел,170000,Рачен,Каравани,Црвена,Македонска,052019,100kw/136ks,
113,6500€,41.346182,21.553379,Mercedes-Benz,200,2006,Дизел,200000,Автоматски,Седани,Сина,Македонска,022020,90kw/122ks,
114,4800€,41.346182,21.553379,VWVolkswagen,Touran,2006,Дизел,200000,Рачен,Моноволумен,Црна,Македонска,012019,77kw/105ks,
115,4600€,41.346182,21.553379,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,022020,103kw/140ks,
116,2500€,41.346182,21.553379,BMW,320,2000,Дизел,250000,Рачен,Каравани,Црна,Македонска,042019,100kw/136ks,
117,1000€,41.924335,22.404964,Audi,A4,1995,Бензин/Плин,190000,Рачен,Седани,Бела,Македонска,012020,111kw/151ks,
118,По договор,41.346182,21.553379,BMW,325,2008,Дизел,170000,Автоматски,Кабриолети,Црна,Македонска,092019,145kw/197ks,
119,1€,41.9870695865131,21.4519291484375,Opel,Astra,2005,Бензин/Плин,170000,Рачен,Хеџбек,Сина,Македонска,122019,74kw/101ks,
120,По договор,41.484224,22.089622,Mercedes-Benz,190,1986,Дизел,250000,Рачен,Седани,Црвена,Македонска,102019,75kw/102ks,
121,230€,41.173346,20.677493,Citroen,Xantia,1995,Бензин,200000,Рачен,Хеџбек,Црвена,Странска,,,
122,4500€,41.438304,22.004864,Hyundai,SantaFe,2000,Дизел,,Рачен,Теренци-SUV,Црвена,Македонска,052019,1kw/1ks,
123,1€,41.173346,20.677493,Hyundai,Pony,1994,Бензин,5000,Рачен,Седани,Бела,Македонска,,,
124,35€,41.173346,20.677493,Citroen,Xantia,1995,Бензин,200000,Рачен,Седани,Црвена,Странска,,,
125,4000€,41.111733,20.798579,Saab,9-3,2004,Дизел,190000,Рачен,Седани,Сива,Македонска,092019,98kw/133ks,
126,1€,41.9870695865131,21.4519291484375,Seat,Altea,2007,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,092019,77kw/105ks,
127,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2007,Дизел,170000,Рачен,Каравани,Сива,Македонска,032019,77kw/105ks,
128,600€,41.9870695865131,21.4519291484375,AlfaRomeo,Alfa166,2000,Бензин,190000,Рачен,Седани,Сива,Македонска,012018,115kw/156ks,
129,12150€,41.9870695865131,21.4519291484375,Audi,A4,2008,Дизел,150000,Рачен,Седани,Златна,Македонска,052019,105kw/143ks,
130,8787078€,41.440569,22.639528,VWVolkswagen,Touran,2006,Дизел,190000,Рачен,Моноволумен,Сива,Македонска,012020,77kw/105ks,
131,1050€,41.9870695865131,21.4519291484375,Skoda,Felicia,1997,Бензин/Плин,150000,Рачен,Хеџбек,Црвена,Македонска,052019,55kw/75ks,
132,2450€,41.9870695865131,21.4519291484375,VWVolkswagen,Polo,2003,Бензин,160000,Рачен,Хеџбек,Црна,Македонска,102019,44kw/60ks,
133,950€,41.9870695865131,21.4519291484375,Skoda,Felicia,1997,Бензин/Плин,140000,Рачен,Хеџбек,Црвена,Македонска,052019,55kw/75ks,
134,По договор,41.346182,21.553379,Citroen,XsaraPicasso,2005,Дизел,120000,Рачен,Моноволумен,Сива,Македонска,012020,81kw/110ks,
135,8000€,41.8865353780936,22.5134375641403,Audi,A6,2012,Дизел,180000,Рачен,Хеџбек,Сива,Странска,072020,180kw/245ks,
136,2500€,41.9870695865131,21.4519291484375,Peugeot,206,2001,Дизел,95000,Рачен,Кабриолети,Сина,Македонска,122019,70kw/95ks,
137,2390€,41.9952732377588,21.5585639455821,VWVolkswagen,Polo,2003,Бензин,150000,Рачен,Maлиградски,Црна,Македонска,102019,44kw/60ks,
138,1000€,41.438304,22.004864,Fiat,Punto,1997,Бензин,250000,Рачен,Хеџбек,Црвена,Македонска,032020,44kw/60ks,
139,2500€,41.966811,22.781396,Citroen,XsaraPicasso,2003,Дизел,250000,Рачен,Моноволумен,Бела,Македонска,012020,66kw/90ks,
140,600€,41.031728,21.329358,Yugo,55,1989,Бензин/Плин,160000,Рачен,Maлиградски,Сина,Македонска,042019,41kw/56ks,
141,По договор,41.031728,21.329358,VWVolkswagen,Golf,2011,Дизел,170000,Рачен,Седани,Сива,Странска,122019,77kw/105ks,
142,1€,42.052075,21.450415,Renault,Megane,2000,Бензин,15000,Рачен,Хеџбек,Сина,Македонска,122019,55kw/75ks,
143,По договор,42.052075,21.450415,Chrysler,Stratus,1998,Бензин,15000,Автоматски,Кабриолети,Црна,Македонска,022019,136kw/185ks,
144,5000€,41.9870695865131,21.4519291484375,Renault,VelSatis,2003,Дизел,10000,Рачен,Хеџбек,Сива,Македонска,092018,140kw/190ks,
145,1350€,41.924335,22.404964,VWVolkswagen,Golf,1993,Дизел,200000,Рачен,Останато,Црна,Македонска,072019,55kw/75ks,
146,1€,41.715954,21.770997,VWVolkswagen,Golf,2004,Дизел,150000,Рачен,Хеџбек,Сива,Странска,052019,77kw/105ks,
147,4850€,41.924335,22.404964,VWVolkswagen,Golf,2004,Дизел,160000,Рачен,Хеџбек,Сина,Македонска,122019,103kw/140ks,
148,По договор,41.346182,21.553379,Chevrolet,Kalos,2007,Бензин,130000,Рачен,Хеџбек,Сива,Странска,042019,69kw/94ks,
149,1€,41.715954,21.770997,VWVolkswagen,Tiguan,2008,Дизел,160000,Рачен,Теренци-SUV,Сива,Македонска,042020,103kw/140ks,
150,6350€,41.715954,21.770997,Audi,A4,2006,Дизел,180000,Рачен,Седани,Црна,Македонска,112019,85kw/116ks,
151,2500€,42.0149938475709,21.4320945739746,Renault,Megane,2004,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,082019,88kw/120ks,
152,1€,41.346182,21.553379,BMW,320,2000,Бензин/Плин,120000,Рачен,Седани,Црна,Македонска,,,
153,900€,41.9870695865131,21.4519291484375,Audi,A4,1995,Бензин/Плин,300000,Рачен,Седани,Зелена,Македонска,022020,92kw/125ks,
154,По договор,41.173346,20.677493,VWVolkswagen,Golf,2000,Дизел,200000,Рачен,Maлиградски,Сина,Македонска,082019,81kw/110ks,
155,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2004,Дизел,190000,Автоматски,Хеџбек,Сива,Македонска,102019,102kw/139ks,
156,По договор,41.1867827909586,20.6943935990029,VWVolkswagen,Golf,2000,Дизел,200000,Рачен,Maлиградски,Сина,Македонска,082019,81kw/110ks,
157,1100€,41.9870695865131,21.4519291484375,Ford,Mondeo,2001,Дизел,20000,Рачен,Каравани,Сива,Македонска,092019,86kw/117ks,
158,1500€,41.173346,20.677493,Peugeot,206,2002,Дизел,300000,Рачен,Хеџбек,Сина,Македонска,012020,58kw/79ks,
159,10200€,41.884235,22.515181,Audi,A4,2008,Дизел,200000,Рачен,Седани,Сива,Македонска,092019,0kw/0ks,
160,1€,42.205478,22.333429,Opel,Astra,1997,Дизел,250000,Рачен,Седани,Сина,Македонска,072019,50kw/68ks,
161,123€,41.9870695865131,21.4519291484375,Seat,Altea,2007,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,012019,77kw/105ks,
162,1МКД,41.966811,22.781396,Ford,Mondeo,1996,Бензин/Плин,200000,Рачен,Хеџбек,Сина,Странска,112018,85kw/116ks,
163,11111111€,41.9870695865131,21.4519291484375,Audi,A4,1998,Дизел,200000,Рачен,Каравани,Сива,Македонска,042019,81kw/110ks,
164,8500€,42.009423,20.971549,Peugeot,208,2015,Бензин,60000,Рачен,Хеџбек,Бела,Странска,062019,89kw/121ks,
165,4500€,41.9870695865131,21.4519291484375,Opel,Frontera,2003,Дизел,160000,Рачен,Теренци-SUV,Црна,Македонска,042020,88kw/120ks,
166,1300€,42.009423,20.971549,Opel,Vectra,1998,Бензин/Плин,180000,Рачен,Седани,,Македонска,082019,100kw/136ks,
167,10700€,41.924335,22.404964,Mercedes-Benz,ML320,2006,Дизел,250000,Автоматски,Теренци-SUV,Црна,Македонска,032020,165kw/224ks,
168,3500€,41.111733,20.798579,Opel,Meriva,2009,Дизел,,Рачен,,,Македонска,052019,74kw/101ks,
169,2000€,41.031728,21.329358,Mini,Другмодел,1980,Бензин,,Рачен,Maлиградски,Бела,Македонска,122018,1kw/1ks,
170,5700€,41.484224,22.089622,BMW,320,2005,Дизел,200000,Рачен,Каравани,Сива,Македонска,032020,20kw/27ks,
171,1€,41.440569,22.639528,VWVolkswagen,Passat,2009,Дизел,65000,Рачен,Седани,Бела,Странска,012020,0kw/0ks,
172,4100€,41.715954,21.770997,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,012020,77kw/105ks,
173,1€,41.6134729454296,22.4275334659065,BMW,X6,2010,Дизел,160000,Автоматски,Теренци-SUV,Црна,Македонска,112019,210kw/286ks,
174,2000€,41.9870695865131,21.4519291484375,Opel,Astra,2000,Дизел,170000,Рачен,Каравани,Сива,Македонска,082019,55kw/75ks,
175,4800€,41.9870695865131,21.4519291484375,Fiat,Linea,2011,Бензин/Плин,75000,Рачен,Седани,Бела,Македонска,032020,66kw/90ks,
176,3750€,42.205478,22.333429,VWVolkswagen,Golf,2006,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,012018,103kw/140ks,
177,7500€,41.346182,21.553379,Mercedes-Benz,ML270,2003,Дизел,190000,Автоматски,Теренци-SUV,Сива,Македонска,022018,160kw/218ks,
178,600€,41.14712,22.507161,Opel,Astra,1997,Дизел,250000,Рачен,Седани,Зелена,Македонска,122018,45kw/61ks,
179,5300€,41.635743,22.470056,VWVolkswagen,Passat,2006,Дизел,190000,Рачен,Каравани,Сина,Македонска,012019,103kw/140ks,
180,2050€,41.715954,21.770997,Fiat,Punto,2006,Дизел,140000,Рачен,Maлиградски,Зелена,Македонска,012020,55kw/75ks,
181,4650€,42.205478,22.333429,Mercedes-Benz,C220,2007,Дизел,190000,Рачен,Каравани,Сива,Македонска,012018,110kw/150ks,
182,1500€,41.14712,22.507161,Opel,Astra,1999,Дизел,200000,Рачен,Каравани,Црна,Македонска,092019,50kw/68ks,
183,4444€,41.14712,22.507161,Seat,Alhambra,2004,Дизел,400000,Рачен,Моноволумен,Црна,Македонска,062019,1kw/1ks,
184,500€,41.9870695865131,21.4519291484375,Opel,Tigra,1996,Бензин/Плин,250000,Рачен,Купеа,Црна,Македонска,102019,90kw/122ks,
185,5000€,41.635743,22.470056,Peugeot,407,2007,Дизел,190000,Рачен,Седани,Црна,Македонска,092019,100kw/136ks,
186,1€,42.132926,21.715878,Renault,Kangoo,1999,Дизел,250000,Рачен,Останато,,Македонска,072019,47kw/64ks,
187,1€,41.346182,21.553379,Zastava,750,1980,Бензин,85000,Рачен,Maлиградски,Бела,Македонска,102019,25kw/34ks,
188,1€,41.9870695865131,21.4519291484375,Citroen,C4,2007,Бензин/Плин,140000,Рачен,Хеџбек,Сива,Македонска,122019,88kw/120ks,
189,2800€,41.9870695865131,21.4519291484375,BMW,525,2001,Дизел,250000,Рачен,Седани,Сина,Македонска,032019,120kw/163ks,
190,По договор,41.991502,21.39781,BMW,320,1999,Дизел,190000,Рачен,Седани,Сива,Македонска,052019,100kw/136ks,
191,1€,41.14712,22.507161,Opel,Astra,1994,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,112018,45kw/61ks,
192,800€,41.924335,22.404964,Daewoo,Lanos,1998,Бензин/Плин,110000,Рачен,Седани,Зелена,Македонска,012020,11kw/15ks,
193,2999€,41.635743,22.470056,VWVolkswagen,Passat,2003,Дизел,200000,Рачен,Седани,Сина,Македонска,042019,122kw/166ks,
194,1€,41.9870695865131,21.4519291484375,Daewoo,Nexia,1996,Бензин/Плин,150000,Рачен,Седани,Жолта,Македонска,042020,55kw/75ks,
