,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
3657,1200€,41.9870695865131,21.4519291484375,35,92m²,Струја,2кат,ВоЗграда,Нов,Празен,Не,2008,1Балкон,2,Не,1Гаража,Североисток,,
3658,250000€,41.991502,21.39781,45,200m²,Друго,Приземје,ВоЗграда,Нов,Полунаместен,Да,2010,1Балкон,2,Не,Повеќеод3паркингместа,Исток,,
3659,52650€,41.9870695865131,21.4519291484375,2,39m²,Струја,2кат,ВоЗграда,Нов,Полунаместен,Да,2017,Нема,1,Не,Нема,Запад,PetarPopArsov36a-1,
3660,По договор,41.931839,21.502835,4,87m²,Струја,3кат,ВоЗграда,Нов,Празен,Да,2021,3Балкони,1,Не,1Паркинг,Југозапад,Meglenskabr17,
3661,107000€,41.111733,20.798579,3,88m²,Друго,1кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,2,Не,2Паркингместа,Североисток,ohrid,
3662,45000€,42.0214959938585,21.3516493547316,4,75m²,Нема,4кат,ВоЗграда,Стар,Полунаместен,Не,1990,1Балкон,1,Да,1Паркинг,Југозапад,ЛукаГеров52,
3663,84700€,41.9870695865131,21.4519291484375,3,77m²,Друго,3кат,ВоЗграда,Реновиран,Празен,Да,2007,1Тераса,2,Не,Нема,Исток,ВоблизинаначешмавоКВода,2019
3664,96000€,41.9870695865131,21.4519291484375,3,100m²,Струја,Поткровје,ВоЗграда,Нов,Полунаместен,Да,,Нема,1,Не,Повеќеод3паркингместа,Исток,KajполиклиникаЈанеСандански,
3665,По договор,41.991502,21.39781,4,83m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,2021,1Тераса,2,Не,1Гаража,Југ,Vlae,
3666,130000€,41.9870695865131,21.4519291484375,4,174m²,Централно,8кат,ВоЗграда,Реновиран,Полунаместен,Да,,Тераса+3Балкони,2,Не,Повеќеод3паркингместа,Југозапад,СпротиТрендкафевоАеродром,
3667,55000€,42.00877,21.45126,3,76m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,1980,2Балкони,2,Да,1Гаража,Југ,TRIANGLAMadjari,
3668,1250€,41.9870695865131,21.4519291484375,4,135m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,,2Балкони,2,Не,Нема,Југозапад,,
3669,44900€,42.013646,21.32586,2,54m²,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Да,Нема,Исток,GjorcePetrov,
3670,По договор,41.991502,21.39781,25,43m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,2022,Нема,1,Не,Нема,Исток,Hrom,
3671,1350€,41.9870695865131,21.4519291484375,2,64m²,Струја,3кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,Нема,Североисток,TODORALEKSANDROV,
3672,108000€,41.978187,21.427388,3,82m²,Централно,3кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,2,Не,1Паркинг,Североисток,,
3673,По договор,41.111733,20.798579,3,85m²,Друго,2кат,ВоЗграда,Нов,Празен,Не,,Тераса+1Балкон,2,Не,1Паркинг,Југозапад,ohrid,
3674,94000€,41.9870695865131,21.4519291484375,3,86m²,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,2,Не,Нема,Исток,DebarMaalo,
3675,1€,41.745515,22.19396,3,64m²,Струја,1кат,ВоЗграда,Стар,Празен,Не,,Нема,1,Не,1Паркинг,Североисток,Железничка,
3676,106500€,41.978187,21.427388,3,71m²,Централно,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Запад,DebarMaalo,
3677,180€,42.00258471379,21.3625760167892,2,49m²,Струја,7кат,ВоЗграда,Нов,Наместен,Да,2018,1Балкон,1,Не,Нема,Југ,Македонскавојска,
3678,180€,41.9870695865131,21.4519291484375,25,55m²,Струја,1кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,1Паркинг,Југ,ТомеАрсовски,
3679,65000€,41.9870695865131,21.4519291484375,3,100m²,Централно,5кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Северозапад,SKOPJE,
3680,28000€,41.1464430737032,22.5089607061185,3,60m²,Струја,Приземје,ВоЗграда,Стар,Наместен,Не,,1Тераса,2,Да,1Паркинг,Југозапад,,
3681,950€,41.9870695865131,21.4519291484375,25,56m²,Централно,5кат,ВоЗграда,Нов,Наместен,Да,,2Балкони,1,Да,1Паркинг,Северозапад,,
3682,1€,41.9870695865131,21.4519291484375,2,56m²,Струја,4кат,ВоЗграда,Нов,Наместен,Да,2018,1Балкон,1,Не,1Гаража,Североисток,тафталиџе2,
3683,850€,41.111733,20.798579,3,67m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,2,Не,1Паркинг,Исток,UlTuristicka,
3684,70000€,42.00877,21.45126,4,106m²,Друго,Приземје,ВоЗграда,Реновиран,Празен,Не,,Нема,1,Да,Повеќеод3паркингместа,Југоисток,CENTO,
3685,1400€,41.111733,20.798579,3,60m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,2020,2Балкони,1,Не,Нема,Југ,UlDameGruev,
3686,55000€,41.931839,21.502835,2,50m²,Централно,3кат,ВоЗграда,Реновиран,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Североисток,,
3687,70000€,41.931839,21.502835,3,75m²,Струја,Поткровје,ВоЗграда,Нов,Празен,Не,2018,Нема,1,Не,1Паркинг,Југозапад,,
3688,68000€,41.931839,21.502835,3,84m²,Централно,1кат,ВоЗграда,Стар,Празен,Да,,3Балкони,1,Да,1Паркинг,Југоисток,,
3689,1300€,41.111733,20.798579,2,53m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,,Нема,1,Не,1Паркинг,Исток,ulSlavejPlanina,
3690,По договор,41.111733,20.798579,2,54m²,Друго,3кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Северозапад,ohrid,
3691,950€,41.1266532284439,20.7813439572676,25,64m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,1Паркинг,Југоисток,NasVoska(kajambulanta),2021
3692,850€,41.111733,20.798579,3,84m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,,2Балкони,1,Не,1Паркинг,Запад,ohrid,
3693,1130€,41.9870695865131,21.4519291484375,3,62m²,Струја,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,1Паркинг,Североисток,,
3694,860€,42.013646,21.32586,2,67m²,Друго,7кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
3695,850€,41.031728,21.329358,2,49m²,Струја,5кат,ВоЗграда,Нов,Празен,Да,2019,Нема,1,Да,1Паркинг,Североисток,КАСАРНА,2019
3696,1200€,41.978187,21.427388,3,74m²,Друго,1кат,ВоЗграда,Нов,Празен,Не,,1Балкон,1,Не,1Паркинг,Југ,,
3697,60000€,41.989867,21.581912,2,70m²,Струја,4кат,ВоЗграда,Нов,Наместен,Да,2019,1Балкон,1,Не,1Паркинг,Југозапад,Илинден,
3698,43000€,41.031728,21.329358,3,70m²,Струја,1кат,ВоЗграда,Стар,Наместен,Не,,2Балкони,1,Да,1Паркинг,Југ,,
3699,23000€,42.00877,21.45126,1,24m²,Струја,Приземје,ВоЗграда,Стар,Наместен,Не,,Нема,1,Да,1Паркинг,Североисток,Хиподром,
3700,39000€,42.00877,21.45126,2,53m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Североисток,Маџари,
3701,По договор,41.111733,20.798579,3,41m²,Друго,2кат,,,,,,,,,,,,
3702,35500€,41.0357410975361,21.3339877554229,3,50m²,Струја,1кат,Вокуќа,Реновиран,Празен,Не,,1Балкон,1,Да,Нема,Југоисток,Ilindenska,
3703,По договор,41.111733,20.798579,35,63m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,2019,1Тераса,1,Да,1Гаража,Исток,Biljaniniizvori,
3704,По договор,41.949632,21.502494,3,80m²,Централно,4кат,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
3705,По договор,42.0016496498367,21.4187755401134,3,71m²,Централно,1кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Не,Нема,Запад,КостурскиХероибр4,
3706,По договор,41.111733,20.798579,25,44m²,Друго,1кат,ВоЗграда,Нов,Празен,Да,2019,1Балкон,1,Не,1Паркинг,Запад,Biljaniniizvori,
3707,67500€,42.009423,20.971549,25,75m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,Нема,Југоисток,Skopje,
3708,47000€,42.009423,20.971549,15,47m²,Струја,5кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,Нема,Југоисток,Skopje,2020
3709,65000€,41.031728,21.329358,3,66m²,Струја,5кат,ВоЗграда,Нов,Наместен,Да,2018,2Балкони,2,Не,1Паркинг,Исток,Kasarna,2018
3710,1250€,41.978187,21.427388,3,89m²,Друго,Поткровје,ВоЗграда,Нов,Празен,Да,,1Тераса,2,Не,Нема,Запад,,
3711,45000€,41.9870695865131,21.4519291484375,3,58m²,Нема,6кат,ВоЗграда,Стар,Полунаместен,Да,2010,2Балкони,1,Не,Нема,Североисток,МетодијаАндоновЧенто1,2012
3712,63000€,41.931839,21.502835,4,66m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,Нема,Исток,KiselaVoda,
3713,116000€,41.978187,21.427388,4,100m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,1Паркинг,Југ,crnicecentar,
3714,250€,41.949632,21.502494,2,35m²,Струја,4кат,ВоЗграда,Нов,Наместен,Да,2021,1Балкон,1,Не,1Паркинг,Исток,,
3715,71000€,41.978187,21.427388,2,50m²,Струја,5кат,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Југ,Центар,
3716,91000€,41.931839,21.502835,3,80m²,Струја,5кат,ВоЗграда,Нов,Луксузен,Да,,1Тераса,2,Не,Нема,Запад,КиселаВода,
3717,52000€,41.9870695865131,21.4519291484375,4,75m²,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,UlDzonKenedi,
3718,По договор,41.9870695865131,21.4519291484375,4,110m²,Друго,4кат,ВоЗграда,Реновиран,Празен,Не,1982,2Балкони,1,Да,1Паркинг,Југозапад,UlBlagojaStefkovskibr93/1-18,2017
3719,55000€,41.991502,21.39781,2,52m²,Централно,>15кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
3720,По договор,41.9870695865131,21.4519291484375,4,102m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Да,1Гаража,Југ,,
3721,1€,41.715954,21.770997,2,48m²,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,1970,2Балкони,1,Не,1Паркинг,Југ,OliverKitanovski11,2010
3722,По договор,41.991502,21.39781,3,68m²,Струја,2кат,ВоЗграда,Воградба,Празен,Не,,1Балкон,1,Не,Гаража+Повеќеод3паркингместа,Југоисток,TrosobenstanvoVlae,
3723,85000€,41.949632,21.502494,3,62m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,1Гаража,Исток,Aerodrom,
3724,46000€,41.931839,21.502835,2,46m²,Друго,Приземје,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Југозапад,КиселаВода,
3725,1150€,41.931839,21.502835,2,48m²,Централно,2кат,ВоЗграда,Воградба,Празен,Да,2021,1Тераса,1,Не,1Паркинг,Југ,,
3726,700€,41.173346,20.677493,35,97m²,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Не,2008,2Балкони,1,Не,1Паркинг,Југоисток,,
3727,65000€,41.9841507797931,21.4366083705444,2,57m²,Струја,Приземје,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Не,Нема,Југоисток,улКироКрстевски,
3728,73000€,41.9870695865131,21.4519291484375,3,73m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,,1Балкон,2,Да,Нема,Запад,Карпош4,
3729,900€,41.111733,20.798579,2,37m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,,Нема,1,Не,1Паркинг,Исток,UlPartizanska,
3730,107100€,41.991502,21.39781,4,102m²,Централно,5кат,ВоЗграда,Реновиран,Наместен,Не,1990,1Тераса,2,Да,1Паркинг,Југоисток,RUZVELTOVA,2018
3731,По договор,41.173346,20.677493,5,103m²,Струја,1кат,ВоЗграда,Реновиран,Полунаместен,Да,2010,2Балкони,2,Не,1Паркинг,Југ,Ezerskilozja,
