,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Километри,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија
14,По договор,42.205478,22.333429,VWVolkswagen,Polo,2012,Дизел,130000,Рачен,Maлиградски,Бела,Македонска,122020,55kw/75ks,Еуро5
15,750€,41.9870695865131,21.4519291484375,Volvo,440,1996,Дизел,200000,Рачен,Седани,Сива,Македонска,072022,77kw/105ks,Еуро1
16,1€,41.031728,21.329358,Fiat,Doblo,2009,Дизел,110000,Рачен,Моноволумен,Бела,Македонска,092022,55kw/75ks,Еуро4
17,900€,41.994543,22.181289,Rover,620,1996,Дизел,200000,Рачен,Седани,Црна,Македонска,012022,77kw/105ks,Еуро3
18,1€,41.346182,21.553379,VWVolkswagen,Golf,2012,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,012022,77kw/105ks,Еуро5
19,1€,42.0903711733388,21.3641682623825,Daewoo,Nexia,1995,Бензин/Плин,130000,Рачен,Седани,Црвена,Македонска,082020,66kw/90ks,
20,1€,42.00877,21.45126,Renault,Scenic,2005,Дизел,200000,Рачен,Моноволумен,Црвена,Македонска,102022,60kw/82ks,Еуро4
21,9200€,41.440569,22.639528,BMW,320,2010,Дизел,200000,Рачен,Седани,Црна,Македонска,062022,120kw/163ks,Еуро5
22,11€,42.003425,21.463615,Opel,Tigra,1999,Бензин/Плин,160000,Рачен,Купеа,Сина,Македонска,102020,66kw/90ks,Еуро3
23,1€,42.052075,21.450415,Opel,Astra,2011,Бензин,100000,Рачен,Хеџбек,Сива,Македонска,072021,74kw/101ks,Еуро4
24,5700€,41.346182,21.553379,Ford,Mondeo,2008,Дизел,300000,Рачен,Седани,Црна,Македонска,122021,104kw/141ks,Еуро5
25,10900€,41.031728,21.329358,Audi,TT,2007,Бензин,140000,Автоматски,Купеа,Црна,Македонска,052021,155kw/211ks,Еуро4
26,По договор,41.031728,21.329358,Fiat,Punto,2008,Бензин,140000,Рачен,Хеџбек,Сива,Македонска,122022,50kw/68ks,Еуро5
27,1500€,41.031728,21.329358,Lancia,Lybra,2002,Дизел,300000,Рачен,Каравани,Сива,Македонска,042022,103kw/140ks,Еуро3
28,12800€,41.031728,21.329358,VWVolkswagen,CC,2012,Бензин,160000,Автоматски,Седани,Црна,Македонска,082022,125kw/170ks,Еуро5
29,2200€,41.9870695865131,21.4519291484375,Citroen,C2,2003,Бензин/Плин,250000,Рачен,Maлиградски,Црвена,Македонска,022022,50kw/68ks,Еуро4
30,550€,42.132926,21.715878,Peugeot,306,1994,Дизел,,Рачен,Седани,Зелена,Македонска,082022,70kw/95ks,Еуро2
31,7€,41.173346,20.677493,BMW,530,2005,Дизел,250000,Автоматски,Седани,Сива,Македонска,022022,160kw/218ks,Еуро5
32,17000€,41.9870695865131,21.4519291484375,LandRover,RangeRoverSport,2009,Дизел,250000,Полуавтоматски,Теренци-SUV,Црна,Македонска,102021,140kw/190ks,Еуро5
33,3300€,41.993825,21.436139,Citroen,C4,2006,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,072022,16kw/22ks,Еуро4
34,6999€,42.205478,22.333429,Suzuki,GrandVitara,2006,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,072022,95kw/129ks,Еуро4
35,10€,41.031728,21.329358,Opel,Astra,1998,Дизел,180000,Рачен,Хеџбек,Црвена,Македонска,022020,75kw/102ks,Еуро3
36,12800€,42.132926,21.715878,Audi,Q5,2010,Дизел,190000,Рачен,Теренци-SUV,Златна,Македонска,112021,130kw/177ks,Еуро5
37,1500МКД,41.9870695865131,21.4519291484375,VWVolkswagen,Touran,2004,Дизел,,Рачен,Моноволумен,Сина,Странска,122019,103kw/140ks,Еуро4
38,10€,41.031728,21.329358,Daewoo,Lanos,1998,Бензин/Плин,130000,Рачен,Седани,Сина,Македонска,082021,74kw/101ks,Еуро3
39,3500€,41.9870695865131,21.4519291484375,Hyundai,i10,2011,Бензин,150000,Рачен,Maлиградски,Црвена,Македонска,122021,49kw/67ks,Останато
40,100МКД,42.00877,21.45126,Citroen,SAXO,1999,Бензин,130000,Рачен,Хеџбек,Црна,Македонска,012020,55kw/75ks,
41,18000€,41.9870695865131,21.4519291484375,Audi,A5,2012,Дизел,190000,Полуавтоматски,Седани,Црна,Македонска,082022,180kw/245ks,Еуро6
42,6000€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2005,Дизел,110000,Рачен,Седани,Златна,Странска,042021,140kw/190ks,Еуро4
43,По договор,41.346182,21.553379,BMW,X5,2008,Дизел,200000,Автоматски,Хеџбек,Златна,Македонска,012020,173kw/235ks,
44,По договор,41.346182,21.553379,BMW,X5,2008,Дизел,200000,Автоматски,Теренци-SUV,Златна,Македонска,112020,170kw/231ks,Еуро4
45,1800€,41.111733,20.798579,Ford,Mondeo,2000,Бензин/Плин,300000,Рачен,Седани,Сива,Македонска,052022,107kw/145ks,Еуро3
46,22500€,41.978187,21.427388,BMW,535,2011,Дизел,190000,Автоматски,Седани,Црна,Македонска,032021,230kw/313ks,Еуро6
47,8800€,41.9870695865131,21.4519291484375,Audi,A5,2010,Дизел,180000,Рачен,Купеа,Бела,Македонска,112022,170kw/231ks,Еуро5
48,2650€,41.884235,22.515181,Opel,Corsa,2001,Бензин,200000,Автоматски,Maлиградски,Сина,Македонска,092022,55kw/75ks,Еуро3
49,1234€,41.440569,22.639528,Subaru,Другмодел,2021,Бензин,,Рачен,Останато,Бела,Странска,012020,60kw/82ks,Еуро3
50,1€,42.009423,20.971549,VWVolkswagen,Tiguan,2008,Дизел,200000,Рачен,Теренци-SUV,Црна,Македонска,122021,140kw/190ks,Еуро5
51,11800€,42.1471822681383,21.7368206879883,VWVolkswagen,Golf,2016,Дизел,160000,Рачен,Останато,Црна,Македонска,012021,81kw/110ks,Еуро6
52,15900€,42.1469277200678,21.7371640107422,Volvo,S60,2015,Дизел,120000,Рачен,Седани,Црна,Македонска,012021,140kw/190ks,Еуро6
53,11€,41.9870695865131,21.4519291484375,Chevrolet,Spark,2012,Бензин,10000,Рачен,Maлиградски,Сина,Македонска,012021,50kw/68ks,Еуро4
54,4700€,42.00877,21.45126,Opel,Signum,2008,Дизел,250000,Полуавтоматски,Седани,Сина,Македонска,122022,135kw/184ks,Еуро5
55,4500€,41.9808735400422,21.4726472508337,Toyota,Avensis,2004,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,022022,95kw/129ks,Еуро4
56,700€,41.9870695865131,21.4519291484375,Yugo,Другмодел,2002,Бензин,85000,Рачен,Maлиградски,Бела,Македонска,032022,60kw/82ks,Еуро3
57,1€,41.9870695865131,21.4519291484375,Mercedes-Benz,E320,2008,Дизел,200000,Автоматски,Каравани,Црна,Македонска,062019,165kw/224ks,Еуро4
58,1100€,41.9870695865131,21.4519291484375,Fiat,Uno,2003,Бензин/Плин,160000,Рачен,Maлиградски,Црвена,Македонска,022022,9kw/12ks,Останато
59,6750€,41.865485,21.940845,Renault,Megane,2011,Дизел,200000,Рачен,Купеа,Сина,Македонска,012020,85kw/116ks,Еуро5
60,1300€,41.978187,21.427388,AlfaRomeo,Alfa147,2000,Бензин/Плин,250000,Рачен,Седани,Црна,Македонска,032022,88kw/120ks,Останато
61,По договор,41.9870695865131,21.4519291484375,BMW,730,2010,Дизел,190000,Автоматски,Седани,Црна,Македонска,102022,0kw/0ks,Еуро6
62,2600€,41.865485,21.940845,Jaguar,S-Type,2001,Бензин/Плин,200000,Полуавтоматски,Седани,Зелена,Македонска,062022,180kw/245ks,Еуро4
63,1800€,41.14712,22.507161,Peugeot,206,2005,Дизел,200000,Рачен,Maлиградски,Црна,Македонска,012022,80kw/109ks,Останато
64,1€,41.924335,22.404964,Renault,Scenic,2001,Дизел,10000,Рачен,Maлиградски,Сива,Странска,,,
65,9000€,41.9870695865131,21.4519291484375,Audi,A4,2008,Дизел,200000,Рачен,Седани,Црна,Македонска,082021,105kw/143ks,Еуро5
66,8300€,41.9870695865131,21.4519291484375,Nissan,Qashqai,2010,Дизел,190000,Рачен,Теренци-SUV,Бела,Македонска,022021,81kw/110ks,Еуро5
67,3200€,41.873525,22.29332,Seat,Leon,2004,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,022020,110kw/150ks,
68,123456789€,41.949632,21.502494,Toyota,Yaris,2002,Бензин,,Рачен,Maлиградски,Сина,Македонска,012021,55kw/75ks,Еуро3
69,3700€,41.9870695865131,21.4519291484375,Citroen,C4Picasso,2008,Бензин/Плин,200000,Рачен,Моноволумен,Сива,Македонска,0111625,96kw/131ks,Еуро4
70,7500€,41.346182,21.553379,VWVolkswagen,Caddy,2011,Дизел,180000,Рачен,Каравани,Сива,Македонска,102021,65kw/88ks,Еуро5
71,8000€,42.205478,22.333429,Volvo,Другмодел,2012,Дизел,180000,Рачен,Каравани,Црна,Македонска,062022,84kw/114ks,Еуро4
72,3600€,41.801881,20.913259,Opel,Astra,2006,Бензин,250000,Рачен,Каравани,Сива,Македонска,032021,147kw/200ks,Еуро4
73,1€,41.635743,22.470056,Audi,A4,2009,Дизел,250000,Рачен,Каравани,Сина,Странска,012022,143kw/194ks,Еуро5
74,2000€,41.346182,21.553379,Citroen,C4,2006,Бензин,130000,Рачен,Хеџбек,Црна,Македонска,012020,65kw/88ks,Еуро5
75,850€,42.0768332158365,22.1770268046875,Daewoo,Tico,2000,Бензин/Плин,140000,Рачен,Седани,Зелена,Македонска,122022,30kw/41ks,Еуро1
76,3800€,41.745515,22.19396,VWVolkswagen,GolfPlus,2005,Дизел,250000,Рачен,Maлиградски,Црна,Македонска,082022,66kw/90ks,Еуро3
77,4200€,41.346182,21.553379,VWVolkswagen,GolfPlus,2007,Дизел,190000,Рачен,Седани,Сина,Македонска,092021,77kw/105ks,Еуро4
78,1€,42.132926,21.715878,VWVolkswagen,Golf,2013,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,012021,150kw/204ks,Еуро5
79,4300€,41.9870695865131,21.4519291484375,Seat,Altea,2006,Дизел,,Рачен,Седани,Црна,Македонска,102022,110kw/150ks,Еуро4
80,По договор,41.949632,21.502494,Mercedes-Benz,GLC250,2018,Дизел,15000,Автоматски,Теренци-SUV,Сива,Македонска,032022,150kw/204ks,Еуро6
81,43990€,41.9870695865131,21.4519291484375,Mercedes-Benz,GLC250,2018,Дизел,45000,Автоматски,Теренци-SUV,Сива,Македонска,012022,150kw/204ks,Еуро6
82,4€,41.031728,21.329358,Hyundai,SantaFe,2001,Дизел,100000,Рачен,Теренци-SUV,Црна,Македонска,052022,85kw/116ks,Еуро4
83,5000€,41.966811,22.781396,VWVolkswagen,Caddy,2007,Дизел,150000,Рачен,Моноволумен,Црвена,Македонска,082021,50kw/68ks,Еуро4
84,9000€,41.949632,21.502494,Mercedes-Benz,220,2009,Дизел,140000,Автоматски,Седани,Црна,Македонска,052022,129kw/175ks,Еуро5
85,3100€,41.966811,22.781396,Opel,Meriva,2006,Дизел,170000,Рачен,Хеџбек,Сива,Македонска,082021,77kw/105ks,Еуро4
86,4500€,41.966811,22.781396,Citroen,C3,2010,Дизел,150000,Рачен,Хеџбек,Сива,Македонска,082021,50kw/68ks,Еуро5
87,4900€,41.924335,22.404964,Honda,Civic,2007,Дизел,250000,Рачен,Хеџбек,Сива,Македонска,012021,103kw/140ks,Еуро4
88,1000€,41.111733,20.798579,Citroen,2CV,1980,Бензин,35000,Рачен,Хеџбек,Сина,Македонска,122020,25kw/34ks,Еуро2
89,6999€,41.966811,22.781396,BMW,525,2005,Дизел,170000,Рачен,Седани,Црна,Македонска,042020,130kw/177ks,Еуро4
90,6999€,41.966811,22.781396,BMW,X3,2006,Дизел,190000,Рачен,Теренци-SUV,Црна,Македонска,122021,110kw/150ks,Еуро4
91,2€,41.9870695865131,21.4519291484375,Rover,75,1999,Дизел,75000,Рачен,Седани,Црна,Македонска,112019,85kw/116ks,
92,1€,41.51282,20.96083,VWVolkswagen,Passat,1999,Дизел,250000,Рачен,Седани,Сива,Македонска,0111625,92kw/125ks,Еуро3
93,1€,41.7380047442603,22.1973890323191,Seat,Leon,2006,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,012020,103kw/140ks,Еуро4
94,По договор,42.205478,22.333429,VWVolkswagen,Golf,2010,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,112021,77kw/105ks,Еуро5
95,По договор,41.9870695865131,21.4519291484375,Renault,Clio,2010,Дизел,200000,Рачен,Каравани,Црвена,Македонска,0711625,0kw/0ks,Еуро5
96,1€,41.745515,22.19396,Seat,Leon,2006,Дизел,200000,Рачен,Maлиградски,Црна,Македонска,022022,106kw/144ks,Еуро4
97,7000€,41.801881,20.913259,Mitsubishi,L200,1999,Дизел,180000,Рачен,Теренци-SUV,Зелена,Македонска,082022,98kw/133ks,Еуро3
98,1€,41.924335,22.404964,Citroen,2CV,1980,Бензин,95000,Рачен,Maлиградски,Бела,Македонска,122022,40kw/54ks,Еуро1
99,3150€,42.013646,21.32586,Nissan,Almera,2004,Дизел,170000,Рачен,Maлиградски,Црна,Македонска,092019,66kw/90ks,
100,5500€,41.516028,20.533415,Mercedes-Benz,E200,2003,Дизел,250000,Автоматски,Седани,Сива,Македонска,072022,90kw/122ks,Еуро4
101,1€,41.090247,21.016781,Ford,Focus,2001,Дизел,250000,Рачен,Каравани,Сива,Македонска,082022,85kw/116ks,Еуро2
102,По договор,41.801881,20.913259,Други,,2020,Дизел,,Рачен,Maлиградски,Бела,Македонска,012022,1kw/1ks,Останато
103,17000€,41.111733,20.798579,VWVolkswagen,Touareg,2010,Дизел,200000,Автоматски,Теренци-SUV,Сива,Македонска,112022,176kw/239ks,Еуро5
104,4600€,41.715954,21.770997,Seat,Ibiza,2011,Дизел,160000,Рачен,Хеџбек,Сива,Македонска,112021,59kw/80ks,Еуро5
105,700€,41.346182,21.553379,Renault,Laguna,2000,Бензин,200000,Рачен,Седани,Сина,Македонска,012020,102kw/139ks,Еуро3
106,По договор,41.438304,22.004864,Seat,Altea,2005,Дизел,200000,Автоматски,Хеџбек,Црна,Македонска,102020,104kw/141ks,Еуро4
107,2950€,41.9870695865131,21.4519291484375,Ford,Mondeo,2004,Дизел,200000,Рачен,Седани,Сива,Македонска,062022,115kw/156ks,Еуро4
108,5500€,41.9870695865131,21.4519291484375,Mercedes-Benz,E280,2005,Дизел,200000,Автоматски,Седани,Црна,Македонска,072022,130kw/177ks,Еуро4
109,4350€,42.205478,22.333429,Seat,Altea,2007,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,012021,77kw/105ks,Еуро4
110,1€,42.007699781317,21.3300848007202,VWVolkswagen,Passat,2013,Дизел,200000,Автоматски,Седани,Црна,Македонска,102022,130kw/177ks,Еуро6
111,4999€,42.205478,22.333429,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,012020,77kw/105ks,Еуро4
112,2000€,42.132926,21.715878,VWVolkswagen,Golf,2019,Бензин/Плин,25000,Автоматски,Кабриолети,Црна,Странска,052022,120kw/163ks,Еуро1
113,2450€,42.132926,21.715878,VWVolkswagen,Golf,1999,Дизел,300000,Рачен,Хеџбек,Црвена,Македонска,042022,66kw/90ks,Еуро3
114,9800€,41.9870695865131,21.4519291484375,Citroen,DS4,2013,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,022022,84kw/114ks,Еуро5
115,1€,41.9870695865131,21.4519291484375,Daewoo,Lanos,2000,Бензин/Плин,160000,Рачен,Седани,Сива,Македонска,052021,55kw/75ks,Еуро3
116,По договор,41.9870695865131,21.4519291484375,Citroen,C5,2009,Дизел,190000,Рачен,Моноволумен,Сива,Македонска,072022,81kw/110ks,Еуро4
117,15000€,41.978187,21.427388,Peugeot,308,2019,Дизел,55000,Рачен,Хеџбек,Црвена,Македонска,112022,80kw/109ks,Еуро6
118,4000€,41.715954,21.770997,BMW,118,2005,Дизел,300000,Рачен,Хеџбек,Сива,Македонска,092022,90kw/122ks,Еуро4
119,1500€,41.635743,22.470056,Mercedes-Benz,E220,2001,Дизел,200000,Рачен,Седани,Сина,Странска,112021,105kw/143ks,Еуро3
120,2700€,41.031728,21.329358,VWVolkswagen,Passat,2003,Дизел,200000,Рачен,Каравани,Сива,Македонска,122021,110kw/150ks,Еуро4
121,2500€,42.009423,20.971549,Nissan,Micra,2005,Бензин,140000,Рачен,Maлиградски,Златна,Македонска,022022,65kw/88ks,Еуро4
122,2450€,42.132926,21.715878,VWVolkswagen,Golf,1999,Дизел,300000,Рачен,Хеџбек,Црвена,Македонска,042022,66kw/90ks,Еуро3
123,4990€,41.9870695865131,21.4519291484375,Seat,AlteaXL,2009,Бензин,140000,Рачен,Хеџбек,Црна,Македонска,102022,92kw/125ks,Еуро4
124,5800€,41.931839,21.502835,Nissan,X-Trail,2006,Дизел,200000,Рачен,Теренци-SUV,Црна,Македонска,102022,100kw/136ks,Еуро4
125,5200€,41.111733,20.798579,VWVolkswagen,Golf,2006,Дизел,250000,Рачен,Хеџбек,Сива,Македонска,122021,77kw/105ks,Еуро4
126,5000МКД,42.132926,21.715878,Opel,Другмодел,2007,Бензин,20000,Автоматски,Maлиградски,Бела,Македонска,072018,18kw/24ks,
127,2900€,42.1245433755177,21.7302331826477,Citroen,C5,2007,Дизел,200000,Рачен,Седани,Црна,Македонска,032022,80kw/109ks,Еуро4
128,5500€,41.9870695865131,21.4519291484375,Seat,Altea,2007,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,082022,130kw/177ks,Еуро4
129,3800€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2004,Дизел,250000,Рачен,Хеџбек,Зелена,Македонска,022022,77kw/105ks,Еуро4
130,По договор,41.9870695865131,21.4519291484375,Audi,A6,2014,Дизел,190000,Автоматски,Седани,Сива,Македонска,102022,150kw/204ks,Еуро5
131,1МКД,41.993825,21.436139,Mercedes-Benz,C220,2009,Дизел,200000,Автоматски,Кабриолети,Златна,Македонска,012022,60kw/82ks,Еуро5
132,1600€,41.949632,21.502494,Peugeot,406,1997,Дизел,160000,Рачен,Седани,Бела,Македонска,102022,66kw/90ks,Еуро4
133,7300€,42.0036458321017,21.4853900671005,Jeep,Patriot,2009,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,122022,103kw/140ks,Еуро4
134,350€,41.484224,22.089622,VWVolkswagen,Golf,1980,Бензин,5000,Рачен,Maлиградски,Сива,Македонска,042018,40kw/54ks,Еуро2
135,1000€,41.635743,22.470056,Citroen,SAXO,1997,Бензин,200000,Рачен,Хеџбек,Зелена,Македонска,092021,40kw/54ks,Еуро2
136,2200€,41.9870695865131,21.4519291484375,AlfaRomeo,Alfa159,2006,Дизел,250000,Рачен,Каравани,Златна,Странска,102021,110kw/150ks,Еуро4
137,По договор,42.00877,21.45126,Audi,A4,2007,Дизел,200000,Рачен,Седани,Црна,Македонска,072022,130kw/177ks,Еуро4
138,800€,42.205478,22.333429,Citroen,SAXO,2001,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,062020,45kw/61ks,Еуро4
139,14999€,41.991502,21.39781,VWVolkswagen,Beetle,2012,Дизел,110000,Автоматски,Хеџбек,Златна,Македонска,102020,105kw/143ks,
140,3000€,41.031728,21.329358,VWVolkswagen,Polo,2004,Бензин,140000,Рачен,Купеа,Сива,Македонска,062021,55kw/75ks,Еуро5
141,4000€,41.9870695865131,21.4519291484375,AlfaRomeo,GT,2008,Дизел,140000,Рачен,Хеџбек,Црна,Македонска,102021,150kw/204ks,Еуро4
142,20000€,41.0009016668261,21.3414520804481,Volvo,Amazon,1980,Бензин,150000,Рачен,Останато,Бела,Македонска,042018,90kw/122ks,
143,5€,41.51282,20.96083,AlfaRomeo,Alfa159,2007,Дизел,190000,Рачен,Седани,Сива,Странска,012021,110kw/150ks,Еуро5
144,1€,42.0768332158365,22.1770268046875,Daewoo,Tico,1999,Бензин,130000,Рачен,Седани,Црвена,Македонска,012022,30kw/41ks,Еуро1
145,31000МКД,41.9870695865131,21.4519291484375,Daewoo,Tico,1995,Бензин,20000,Рачен,Maлиградски,Бела,Македонска,082021,28kw/38ks,Еуро2
146,1€,41.715954,21.770997,VWVolkswagen,Caddy,2013,Дизел,150000,Рачен,Моноволумен,Црна,Македонска,082019,105kw/143ks,
147,2000€,41.931839,21.502835,Opel,Zafira,2002,Бензин,200000,Рачен,Моноволумен,Сива,Македонска,112021,108kw/147ks,Еуро3
148,5800€,41.745515,22.19396,Hyundai,Tucson,2005,Дизел,200000,Рачен,Теренци-SUV,Црна,Македонска,012022,103kw/140ks,Еуро4
149,2800€,41.346182,21.553379,Mercedes-Benz,220,1999,Дизел,200000,Рачен,Седани,Сива,Македонска,062022,92kw/125ks,Еуро3
150,1800€,41.438304,22.004864,Renault,Megane,2003,Дизел,180000,Рачен,Хеџбек,Црна,Македонска,012022,88kw/120ks,Останато
151,3300€,41.9870695865131,21.4519291484375,Ford,Focus,2007,Дизел,200000,Рачен,Каравани,Сина,Македонска,082022,80kw/109ks,Еуро5
152,5200€,41.515718,21.949554,VWVolkswagen,Passat,2006,Дизел,250000,Рачен,Каравани,Црна,Македонска,012022,103kw/140ks,Еуро4
153,333333€,41.9870695865131,21.4519291484375,Mitsubishi,Outlander,2016,Дизел,,Автоматски,Теренци-SUV,Црвена,Македонска,052022,55kw/75ks,Еуро6
154,2000€,41.031728,21.329358,VWVolkswagen,Polo,2001,Дизел,200000,Рачен,Купеа,Сина,Македонска,122022,57kw/77ks,Еуро3
155,1€,41.9870695865131,21.4519291484375,Opel,Corsa,2017,Бензин,20000,Рачен,Хеџбек,Сива,Македонска,042020,55kw/75ks,Еуро3
156,1€,41.090247,21.016781,Opel,Corsa,2005,Бензин/Плин,110000,Рачен,Maлиградски,Црвена,Македонска,082022,55kw/75ks,Еуро4
157,1€,41.9870695865131,21.4519291484375,Opel,Corsa,2007,Бензин,160000,Рачен,Maлиградски,Црна,Македонска,102021,59kw/80ks,Еуро4
158,400€,41.031728,21.329358,VWVolkswagen,Phaeton,2004,Дизел,190000,Автоматски,Седани,Сива,Македонска,042021,230kw/313ks,Еуро4
159,1€,41.745515,22.19396,VWVolkswagen,Golf,2009,Дизел,200000,Рачен,Хеџбек,Златна,Македонска,012018,103kw/140ks,Останато
160,По договор,41.9870695865131,21.4519291484375,Opel,Zafira,2003,Дизел,,Рачен,Моноволумен,Црна,Македонска,122019,999kw/1358ks,Еуро4
161,100€,42.0768332158365,22.1770268046875,Fiat,Punto,1999,Бензин,100000,Рачен,Maлиградски,Сива,Македонска,052017,65kw/88ks,
162,1€,41.745515,22.19396,VWVolkswagen,Caddy,2009,Дизел,,Рачен,Каравани,Бела,Македонска,012020,55kw/75ks,Еуро5
163,500€,41.9870695865131,21.4519291484375,Renault,R5,1991,Бензин,60000,Рачен,Maлиградски,Бела,Македонска,012022,130kw/177ks,Останато
164,1€,41.745515,22.19396,BMW,118,2004,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,012020,90kw/122ks,
165,1€,41.745515,22.19396,Други,,2014,Електриченавтомобил,20000,Рачен,Maлиградски,Сина,Македонска,012021,25kw/34ks,Еуро5
166,2300€,41.884235,22.515181,BMW,320,2002,Дизел,250000,Рачен,Каравани,Сина,Странска,112021,150kw/204ks,Еуро3
167,По договор,41.9870695865131,21.4519291484375,Honda,Jazz,2008,Бензин,50000,Рачен,Maлиградски,Црна,Странска,072018,80kw/109ks,Еуро4
168,По договор,41.989867,21.581912,Kia,Carnival,2006,Дизел,160000,Рачен,Моноволумен,Зелена,Македонска,012020,0kw/0ks,Еуро4
169,2€,41.989867,21.581912,Mitsubishi,Colt,2008,Дизел,,Рачен,Maлиградски,Црвена,Македонска,042022,0kw/0ks,Еуро4
170,3500€,41.715954,21.770997,Seat,Ibiza,2007,Дизел,170000,Рачен,Хеџбек,Црна,Македонска,112021,59kw/80ks,Еуро4
171,1000000€,41.989867,21.581912,Volvo,S60,2007,Дизел,120000,Рачен,Седани,Сина,Македонска,072022,185kw/252ks,Еуро4
172,3600€,41.031728,21.329358,Opel,Astra,2006,Дизел,170000,Рачен,Хеџбек,Сива,Македонска,082022,74kw/101ks,Еуро4
173,2200€,41.438304,22.004864,BMW,525,1994,Дизел,250000,Рачен,Седани,Црна,Македонска,052022,105kw/143ks,Еуро3
174,1€,41.9870695865131,21.4519291484375,Opel,Astra,2000,Дизел,250000,Рачен,Хеџбек,Сива,Македонска,122021,67kw/91ks,Еуро4
175,1300€,41.801881,20.913259,VWVolkswagen,Polo,1996,Бензин,250000,Рачен,Седани,Црвена,Македонска,122022,66kw/90ks,Останато
176,2300€,41.9870695865131,21.4519291484375,Opel,Vectra,2004,Дизел,250000,Рачен,Седани,Црна,Македонска,0811625,74kw/101ks,Еуро4
177,1650€,41.111733,20.798579,Opel,Vectra,1998,Бензин,200000,Рачен,Седани,Црвена,Македонска,082022,100kw/136ks,Останато
178,По договор,41.9870695865131,21.4519291484375,Audi,A6,2006,Дизел,200000,Рачен,Каравани,Црна,Македонска,012021,132kw/179ks,Еуро4
179,8000€,42.205478,22.333429,BMW,X3,2007,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,042022,110kw/150ks,Еуро5
180,1€,41.9870695865131,21.4519291484375,Citroen,C1,2008,Дизел,35000,Рачен,Хеџбек,Сива,Македонска,072021,47kw/64ks,Еуро5
181,3100€,41.711096,22.848172,Mercedes-Benz,C200,2002,Дизел,300000,Рачен,Седани,Сива,Македонска,112022,85kw/116ks,Еуро3
