,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Километри,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија
78,1€,41.440569,22.639528,BMW,320,2007,Дизел,200000,Рачен,Седани,Сина,Странска,122021,120kw/163ks,Еуро4
79,4800€,41.111733,20.798579,Toyota,Avensis,2006,Дизел,200000,Рачен,Каравани,Сива,Македонска,102021,110kw/150ks,Еуро4
80,5300€,42.009423,20.971549,BMW,316,2003,Бензин,250000,Рачен,Седани,Црна,Македонска,042022,85kw/116ks,Еуро4
81,1500€,41.9870695865131,21.4519291484375,Renault,Scenic,2001,Дизел,180000,Рачен,Моноволумен,Сива,Македонска,112021,90kw/122ks,Еуро2
82,125€,41.440569,22.639528,Nissan,Terrano,2003,Дизел,160000,Рачен,Теренци-SUV,Црна,Македонска,052021,110kw/150ks,Еуро4
83,100€,41.090247,21.016781,VWVolkswagen,Passat,2006,Дизел,190000,Автоматски,Maлиградски,Златна,Македонска,032022,111kw/151ks,Еуро5
84,4200€,41.9870695865131,21.4519291484375,Seat,Ibiza,2010,Дизел,170000,Рачен,Maлиградски,Сина,Македонска,082021,59kw/80ks,Еуро5
85,4999€,42.205478,22.333429,VWVolkswagen,Golf,2007,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,012020,77kw/105ks,Еуро4
86,По договор,42.132926,21.715878,Toyota,RAV4,2002,Дизел,250000,Рачен,Теренци-SUV,Сина,Македонска,012020,85kw/116ks,Еуро3
87,3000€,41.715954,21.770997,VWVolkswagen,Sharan,2001,Дизел,300000,Рачен,Моноволумен,Црна,Македонска,032022,80kw/109ks,Еуро3
88,9900€,41.031728,21.329358,Opel,Antara,2012,Дизел,180000,Рачен,Теренци-SUV,Црна,Македонска,122021,163kw/222ks,Еуро4
89,3000€,41.745515,22.19396,Opel,Meriva,2006,Дизел,190000,Рачен,Каравани,Сива,Македонска,072022,74kw/101ks,Еуро4
90,4600€,41.173346,20.677493,VWVolkswagen,GolfPlus,2007,Дизел,190000,Рачен,Моноволумен,Сина,Македонска,092022,103kw/140ks,Еуро4
91,По договор,41.989867,21.581912,Nissan,Micra,2006,Бензин,90000,Рачен,Maлиградски,Сива,Македонска,092022,0kw/0ks,Еуро4
92,1600€,42.013646,21.32586,Seat,Ibiza,2001,Бензин,200000,Рачен,Maлиградски,Сина,Македонска,042022,1kw/1ks,Останато
93,4399€,41.514916,21.218902,Dodge,Другмодел,1980,Дизел,5000,Рачен,Теренци-SUV,Црна,Македонска,012020,111kw/151ks,Останато
94,3350€,41.111733,20.798579,Peugeot,107,2012,Бензин,170000,Рачен,Maлиградски,Бела,Македонска,092022,50kw/68ks,Еуро5
95,1100€,41.9870695865131,21.4519291484375,Citroen,C8,2007,Бензин/Плин,250000,Рачен,Моноволумен,Сина,Странска,042021,103kw/140ks,Еуро4
96,1500€,41.994543,22.181289,BMW,320,2000,Дизел,20000,Рачен,Седани,Сива,Странска,042022,100kw/136ks,Еуро2
97,6€,41.865485,21.940845,VWVolkswagen,Golf,2017,Дизел,15000,Рачен,Седани,Црвена,Македонска,072020,66kw/90ks,Еуро4
98,1МКД,41.9870695865131,21.4519291484375,Renault,R5,2003,Бензин,,Рачен,Maлиградски,Златна,Македонска,012019,44kw/60ks,
99,1250€,41.9870695865131,21.4519291484375,Opel,Corsa,1999,Бензин/Плин,180000,Рачен,Хеџбек,Црвена,Македонска,042022,48kw/65ks,Еуро3
100,5500€,41.031728,21.329358,VWVolkswagen,Passat,2006,Дизел,200000,Рачен,Седани,Црна,Македонска,072021,77kw/105ks,Еуро4
101,8750€,41.346182,21.553379,Suzuki,GrandVitara,2007,Дизел,160000,Рачен,Теренци-SUV,Црна,Македонска,092022,95kw/129ks,Еуро4
102,1€,41.9870695865131,21.4519291484375,Seat,Leon,2006,Дизел,190000,Автоматски,Хеџбек,Црна,Македонска,032020,110kw/150ks,Еуро5
103,2000€,41.949632,21.502494,BMW,320,1998,Дизел,200000,Рачен,Седани,Црна,Македонска,122021,100kw/136ks,Еуро3
104,11€,41.346182,21.553379,Fiat,Punto,1997,Дизел,10000,Рачен,Хеџбек,Сива,Македонска,042020,1kw/1ks,Еуро2
105,11€,41.346182,21.553379,VWVolkswagen,Sharan,2004,Дизел,10000,Рачен,Моноволумен,Сива,Странска,032021,116kw/158ks,Еуро3
106,27000€,41.111733,20.798579,Ford,Mondeo,1997,Дизел,,Рачен,Maлиградски,Црна,Македонска,042021,18kw/24ks,Еуро3
107,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2007,Дизел,45000,Рачен,Хеџбек,Црна,Македонска,062020,77kw/105ks,Еуро4
108,1€,41.9870695865131,21.4519291484375,Renault,Megane,2004,Дизел,140000,Рачен,Каравани,Сина,Странска,072019,88kw/120ks,Еуро4
109,По договор,41.51282,20.96083,Audi,A3,2006,Дизел,180000,Рачен,Maлиградски,Црна,Странска,022020,103kw/140ks,Еуро4
110,11000€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2009,Дизел,250000,Рачен,Седани,Црна,Македонска,052022,105kw/143ks,Еуро4
111,330€,42.132926,21.715878,AlfaRomeo,Alfa159,2005,Дизел,,Рачен,Седани,Сива,Македонска,012022,110kw/150ks,Еуро5
112,По договор,41.346182,21.553379,VWVolkswagen,Polo,2007,Бензин,150000,Рачен,Maлиградски,Сива,Македонска,092021,44kw/60ks,Еуро4
113,1€,41.9870695865131,21.4519291484375,Peugeot,307,2008,Дизел,200000,Рачен,Каравани,Сива,Македонска,102021,80kw/109ks,Еуро4
114,900€,41.9870695865131,21.4519291484375,Opel,Corsa,2002,Бензин/Плин,25000,Рачен,Maлиградски,Зелена,Македонска,062020,55kw/75ks,Еуро4
115,6800€,42.205478,22.333429,Renault,Clio,2018,Бензин,20000,Рачен,Хеџбек,Бела,Странска,122021,64kw/87ks,Еуро6
116,3200€,41.51282,20.96083,Volvo,XC90,2004,Дизел,190000,Автоматски,Теренци-SUV,Сива,Странска,062020,100kw/136ks,Еуро3
117,123€,41.9672443915709,21.5501117706299,Seat,Leon,2007,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,012020,77kw/105ks,Еуро4
118,3600€,41.9870695865131,21.4519291484375,Opel,Corsa,2010,Бензин/Плин,190000,Рачен,Седани,Сина,Македонска,032022,55kw/75ks,Еуро4
119,3499€,41.346182,21.553379,Opel,Meriva,2008,Дизел,170000,Рачен,Моноволумен,Зелена,Македонска,042021,55kw/75ks,Еуро4
120,2000€,42.00877,21.45126,Honda,Civic,1997,Бензин/Плин,200000,Рачен,Хеџбек,Сива,Македонска,082022,66kw/90ks,Еуро3
121,1400€,42.073867,21.118206,Hyundai,Accent,2000,Бензин,190000,Рачен,Хеџбек,Црна,Македонска,0811625,62kw/84ks,Останато
122,4499€,41.346182,21.553379,Seat,Ibiza,2008,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,042021,77kw/105ks,Еуро4
123,1€,41.440569,22.639528,Fiat,Marea,1999,Дизел,50000,Рачен,Каравани,Златна,Странска,102020,19kw/26ks,Еуро2
124,1€,41.514916,21.218902,AlfaRomeo,Alfa159,2006,Бензин,15000,Рачен,Седани,Црна,Македонска,122020,150kw/204ks,Еуро4
125,2600€,41.9870695865131,21.4519291484375,Peugeot,206,2007,Дизел,20000,Рачен,Maлиградски,Сива,Македонска,092021,50kw/68ks,Останато
126,По договор,41.9870695865131,21.4519291484375,Ford,Fiesta,2008,Бензин,150000,Рачен,Maлиградски,Сина,Македонска,092022,55kw/75ks,Еуро5
127,1600€,41.745515,22.19396,VWVolkswagen,Polo,2000,Дизел,250000,Рачен,Maлиградски,Бела,Македонска,072022,55kw/75ks,Еуро4
128,500€,41.440569,22.639528,Hyundai,Atos,2002,Бензин,200000,Рачен,Maлиградски,Сива,Странска,012022,49kw/67ks,Еуро3
129,600€,41.745515,22.19396,Opel,Astra,1993,Бензин/Плин,250000,Рачен,Седани,Бела,Македонска,122020,55kw/75ks,Еуро2
130,9500€,41.801881,20.913259,BMW,X3,2007,Дизел,250000,Рачен,Теренци-SUV,Црна,Македонска,012020,110kw/150ks,Еуро4
131,1€,41.949632,21.502494,Mercedes-Benz,A180,2012,Дизел,200000,Рачен,Хеџбек,Бела,Македонска,1211625,80kw/109ks,Еуро5
132,1€,41.949632,21.502494,Citroen,C4Picasso,2011,Дизел,190000,Рачен,Теренци-SUV,Сина,Македонска,1211625,82kw/111ks,Еуро5
133,По договор,41.315781,22.566826,Mercedes-Benz,220,2003,Дизел,,Автоматски,Седани,Сива,Македонска,012022,11kw/15ks,Еуро5
134,2500€,41.440569,22.639528,Fiat,Punto,2005,Бензин,180000,Рачен,Maлиградски,Сина,Македонска,082022,44kw/60ks,Еуро4
135,3850€,42.009423,20.971549,Opel,Corsa,2007,Бензин,90000,Рачен,Хеџбек,Сина,Македонска,052022,44kw/60ks,Еуро4
136,3700€,41.994543,22.181289,Mazda,3,2006,Дизел,190000,Рачен,Седани,Сива,Македонска,042022,84kw/114ks,Еуро4
137,1900€,41.9870695865131,21.4519291484375,Renault,Megane,2003,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,112021,88kw/120ks,Еуро4
138,123€,41.9672284372052,21.550133228302,Opel,Zafira,2006,Дизел,190000,Рачен,Моноволумен,Сива,Македонска,012021,88kw/120ks,Еуро4
139,1600€,42.009423,20.971549,Ford,Galaxy,1999,Дизел,250000,Рачен,Моноволумен,Бела,Македонска,0811625,81kw/110ks,Еуро3
140,4300€,41.9870695865131,21.4519291484375,Hyundai,i10,2009,Бензин,35000,Рачен,Maлиградски,Златна,Македонска,082021,50kw/68ks,Еуро4
141,1€,42.0526513255539,21.4503816713434,Chevrolet,Aveo,2006,Бензин,180000,Рачен,Седани,Сива,Македонска,022021,800kw/1088ks,Еуро4
142,6950€,41.715954,21.770997,Mitsubishi,Outlander,2008,Дизел,180000,Рачен,Теренци-SUV,Сива,Македонска,012020,103kw/140ks,Еуро4
143,123€,41.9672284372052,21.550133228302,Honda,CR-V,2012,Дизел,200000,Рачен,Теренци-SUV,Бела,Македонска,012020,110kw/150ks,Еуро5
144,1€,42.132926,21.715878,Audi,A4,2009,Дизел,190000,Рачен,Седани,Сина,Македонска,112021,172kw/234ks,Еуро4
145,3350€,41.715954,21.770997,Peugeot,207,2009,Дизел,170000,Рачен,Maлиградски,Црна,Македонска,122021,75kw/102ks,Еуро4
146,11500МКД,41.440569,22.639528,BMW,X1,2011,Дизел,190000,Автоматски,Теренци-SUV,Сина,Македонска,012021,130kw/177ks,Еуро5
147,1€,41.949632,21.502494,Peugeot,508,2012,Дизел,190000,Автоматски,Седани,Бела,Македонска,0711625,150kw/204ks,Еуро5
148,19000€,41.9943769495175,21.576465277902,Mercedes-Benz,CLA180,2013,Бензин,100000,Рачен,Седани,Бела,Македонска,082020,90kw/122ks,Еуро5
149,5300€,41.9870695865131,21.4519291484375,VWVolkswagen,Touran,2007,Дизел,250000,Рачен,Моноволумен,Сива,Македонска,052022,105kw/143ks,Еуро4
150,3600€,42.013646,21.32586,Mercedes-Benz,270,2001,Дизел,250000,Автоматски,Седани,Црна,Македонска,072021,125kw/170ks,Еуро3
151,3200€,41.924335,22.404964,Opel,Astra,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,052022,80kw/109ks,Еуро3
152,12000МКД,41.993825,21.436139,Fiat,Punto,2000,Бензин,15000,Рачен,Maлиградски,Бела,Македонска,072020,44kw/60ks,Еуро3
153,2000€,42.00877,21.45126,Zastava,750,1980,Бензин,70000,Рачен,Maлиградски,Сина,Македонска,052020,35kw/48ks,Еуро2
154,3300€,42.009423,20.971549,Opel,Corsa,2006,Дизел,250000,Рачен,Седани,Сина,Македонска,122021,66kw/90ks,Останато
155,4200€,41.346182,21.553379,VWVolkswagen,Touran,2004,Дизел,190000,Рачен,Каравани,Сива,Македонска,032022,103kw/140ks,Еуро4
156,1€,42.009423,20.971549,Opel,Corsa,2003,Бензин,75000,Рачен,Maлиградски,Сина,Странска,012020,1kw/1ks,Еуро3
157,2500€,41.635743,22.470056,Peugeot,307,2004,Дизел,250000,Рачен,Каравани,Сина,Македонска,052022,100kw/136ks,Еуро4
158,1600€,41.51282,20.96083,Audi,A4,1997,Бензин/Плин,190000,Рачен,Седани,Црна,Македонска,052022,110kw/150ks,Останато
159,10€,42.132926,21.715878,Hyundai,SantaFe,2003,Дизел,80000,Рачен,Теренци-SUV,Црна,Македонска,082019,200kw/272ks,
160,2999€,42.205478,22.333429,Ford,C-Max,2007,Дизел,200000,Рачен,Моноволумен,Сина,Македонска,122021,85kw/116ks,Еуро4
161,7000€,41.715954,21.770997,Opel,Antara,2009,Дизел,190000,Рачен,Теренци-SUV,Сива,Странска,102021,110kw/150ks,Еуро4
162,2999€,42.205478,22.333429,Peugeot,207,2009,Дизел,190000,Рачен,Maлиградски,Бела,Македонска,022022,55kw/75ks,Еуро4
163,6000€,41.346182,21.553379,Mercedes-Benz,200,2008,Дизел,200000,Автоматски,Хеџбек,Црна,Македонска,122021,140kw/190ks,Еуро5
164,1€,41.111733,20.798579,BMW,M3,1997,Бензин,,Рачен,Купеа,Бела,Македонска,052021,260kw/354ks,Еуро3
165,3200€,41.51282,20.96083,Mazda,3,2004,Бензин,160000,Рачен,Седани,Црна,Македонска,022022,77kw/105ks,Еуро4
166,550€,41.966811,22.781396,Opel,Kadett,1986,Дизел,100000,Рачен,Хеџбек,Црвена,Македонска,052021,40kw/54ks,Еуро1
167,По договор,42.132926,21.715878,Renault,Megane,2006,Дизел,140000,Рачен,Хеџбек,Златна,Македонска,012022,78kw/106ks,Еуро4
168,100€,42.1921597307112,22.3089136556647,Opel,Astra,2006,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,072021,75kw/102ks,Еуро4
169,По договор,41.949632,21.502494,BMW,X6,2009,Дизел,,Автоматски,Останато,Бела,Македонска,032022,350kw/476ks,Останато
170,3200€,41.346182,21.553379,Citroen,C4,2005,Дизел,180000,Рачен,Седани,Сива,Македонска,092022,100kw/136ks,Еуро4
171,По договор,41.9870695865131,21.4519291484375,Audi,A8,2011,Дизел,190000,Автоматски,Седани,Сива,Македонска,122022,0kw/0ks,Еуро6
172,1€,41.440569,22.639528,VWVolkswagen,Passat,2006,Дизел,190000,Рачен,Останато,Златна,Македонска,122022,77kw/105ks,Еуро5
173,26000€,42.0041613295864,20.985957826828,Mercedes-Benz,E300,2015,Хибрид,190000,Полуавтоматски,Седани,Сива,Македонска,102021,150kw/204ks,Еуро6
174,2800€,41.949632,21.502494,Opel,Zafira,2006,Дизел,180000,Рачен,Моноволумен,Златна,Странска,022020,110kw/150ks,Еуро4
175,6900€,41.9870695865131,21.4519291484375,BMW,330,2006,Дизел,180000,Автоматски,Каравани,Сива,Македонска,122021,172kw/234ks,Еуро4
176,3200€,41.949632,21.502494,Fiat,Doblo,2006,Бензин/Плин,190000,Рачен,Останато,Бела,Македонска,102021,57kw/77ks,Еуро4
177,1700€,41.9870695865131,21.4519291484375,Ford,Mondeo,2001,Дизел,200000,Рачен,Каравани,Сина,Македонска,082021,86kw/117ks,Еуро2
178,5000€,42.132926,21.715878,BMW,330,2007,Дизел,200000,Рачен,Седани,Црна,Странска,012021,231kw/314ks,Еуро5
179,1€,41.924335,22.404964,Mercedes-Benz,A170,2001,Дизел,120000,Рачен,Maлиградски,Црна,Македонска,012022,150kw/204ks,Еуро2
180,1€,41.9870695865131,21.4519291484375,Audi,A4,2009,Дизел,300000,Автоматски,Седани,Црна,Македонска,122021,110kw/150ks,Еуро5
181,1450€,42.132926,21.715878,Opel,Vectra,2000,Дизел,250000,Рачен,Каравани,Сива,Македонска,022022,74kw/101ks,Еуро3
182,12€,41.346182,21.553379,VWVolkswagen,Golf,2009,Дизел,15000,Рачен,Хеџбек,Бела,Странска,032021,81kw/110ks,Еуро5
183,6299€,41.346182,21.553379,VWVolkswagen,Golf,2009,Дизел,15000,Рачен,Хеџбек,Сина,Странска,032021,81kw/110ks,Еуро5
