,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Километри,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија
42,88€,41.516028,20.533415,Opel,Corsa,1997,Бензин,140000,Рачен,Maлиградски,Зелена,Македонска,022020,111kw/151ks,Еуро2
43,По договор,41.9713255845381,21.4461784923096,BMW,525,2011,Дизел,200000,Автоматски,Седани,Златна,Македонска,012020,150kw/204ks,Еуро5
44,1€,42.013646,21.32586,Opel,Astra,2006,Бензин/Плин,20000,Рачен,Каравани,Бела,Македонска,012021,140kw/190ks,Останато
45,1€,42.013646,21.32586,Skoda,Octavia,2009,Бензин/Плин,200000,Рачен,Останато,Бела,Македонска,102021,55kw/75ks,Останато
46,1€,41.635743,22.470056,VWVolkswagen,Tiguan,2008,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,092020,125kw/170ks,Еуро5
47,900€,41.9870695865131,21.4519291484375,Rover,216,1997,Бензин,200000,Рачен,Хеџбек,Црна,Македонска,122021,76kw/103ks,Еуро2
48,1200€,41.346182,21.553379,Renault,Scenic,1997,Бензин,200000,Рачен,Моноволумен,Сива,Македонска,082021,66kw/90ks,Останато
49,690€,41.440569,22.639528,Ford,Focus,2001,Дизел,40000,Рачен,Каравани,Црна,Странска,0811625,77kw/105ks,Еуро3
50,4700€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2006,Дизел,200000,Рачен,Хеџбек,Сива,Странска,012022,66kw/90ks,Еуро4
51,2800€,41.635743,22.470056,Mercedes-Benz,C220,2000,Дизел,190000,Автоматски,Седани,Сива,Македонска,042022,0kw/0ks,Еуро3
52,1300€,41.966811,22.781396,Mercedes-Benz,Vito,1997,Дизел,250000,Рачен,Моноволумен,Црвена,Странска,072020,77kw/105ks,Еуро2
53,1€,41.9870695865131,21.4519291484375,Peugeot,Partner,2007,Дизел,120000,Рачен,Maлиградски,Црвена,Македонска,062021,55kw/75ks,Еуро4
54,6000€,41.51282,20.96083,Audi,A6,2005,Дизел,200000,Автоматски,Седани,Сива,Македонска,102020,224kw/305ks,Еуро4
55,850€,41.337355,21.33078,Fiat,Brava,1997,Бензин,190000,Рачен,Хеџбек,Црвена,Македонска,092021,59kw/80ks,Останато
56,По договор,41.031728,21.329358,Audi,A3,2002,Дизел,,Рачен,Maлиградски,Сина,Македонска,032021,1kw/1ks,Останато
57,4500€,41.346182,21.553379,Peugeot,407,2007,Бензин/Плин,200000,Рачен,Седани,Сива,Македонска,102021,92kw/125ks,Еуро4
58,1€,42.132926,21.715878,BMW,525,2000,Дизел,,Рачен,Седани,Бела,Македонска,022022,1kw/1ks,Еуро3
59,2350€,41.9870695865131,21.4519291484375,Mitsubishi,Lancer,2009,Бензин/Плин,300000,Рачен,Седани,Бела,Македонска,032022,80kw/109ks,Еуро4
60,4000€,41.715954,21.770997,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Црна,Македонска,042021,77kw/105ks,Еуро4
61,1250€,41.9870695865131,21.4519291484375,Mercedes-Benz,A140,1998,Бензин/Плин,200000,Рачен,Хеџбек,Црна,Македонска,032022,60kw/82ks,Еуро3
62,4750€,41.090247,21.016781,VWVolkswagen,Golf,2004,Дизел,200000,Автоматски,Седани,Црна,Македонска,062022,77kw/105ks,Еуро4
63,3800€,41.51282,20.96083,Volvo,XC90,2004,Дизел,200000,Автоматски,Теренци-SUV,Сива,Странска,052020,100kw/136ks,Еуро3
64,По договор,41.031728,21.329358,Mercedes-Benz,300,1982,Дизел,80000,Рачен,Седани,Сива,Македонска,062021,66kw/90ks,Еуро4
65,2800€,42.132926,21.715878,VWVolkswagen,Passat,2001,Дизел,350000,Рачен,Седани,Црвена,Македонска,052022,96kw/131ks,Еуро4
66,2700€,41.745515,22.19396,Opel,Corsa,2005,Дизел,120000,Рачен,Хеџбек,Сива,Македонска,022022,51kw/69ks,Еуро4
67,2800€,42.132926,21.715878,VWVolkswagen,Passat,2001,Дизел,350000,Рачен,Седани,Црвена,Македонска,052022,96kw/131ks,Еуро4
68,221€,41.346182,21.553379,Audi,A4,2000,Бензин,180000,Рачен,Каравани,Сива,Странска,082021,332kw/451ks,Еуро3
69,3990€,42.205478,22.333429,Opel,Corsa,2010,Дизел,170000,Рачен,Maлиградски,Сива,Македонска,022022,55kw/75ks,Еуро4
70,222€,41.346182,21.553379,VWVolkswagen,Passat,2002,Дизел,160000,Рачен,Седани,Црна,Странска,112021,322kw/438ks,Еуро2
71,По договор,41.9870695865131,21.4519291484375,Seat,Leon,2012,Дизел,180000,Рачен,Хеџбек,Бела,Македонска,042021,77kw/105ks,Еуро5
72,По договор,41.9870695865131,21.4519291484375,Mercedes-Benz,C200,2005,Дизел,200000,Рачен,Седани,Сива,Македонска,022022,90kw/122ks,Еуро4
73,800€,41.9870695865131,21.4519291484375,Daewoo,Tico,1995,Бензин,130000,Рачен,Maлиградски,Сина,Македонска,072021,800kw/1088ks,Останато
74,900€,42.132926,21.715878,Dacija,Solenza,2004,Дизел,200000,Рачен,Седани,Црвена,Македонска,062021,46kw/63ks,Еуро3
75,По договор,41.9870695865131,21.4519291484375,Audi,А7,2015,Дизел,95000,Автоматски,Седани,Црна,Македонска,062021,200kw/272ks,Еуро6
76,1600€,41.031728,21.329358,Ford,Fiesta,2002,Дизел,450000,Рачен,Maлиградски,Сива,Македонска,062021,44kw/60ks,Еуро3
77,16700€,41.9870695865131,21.4519291484375,Audi,A6,2011,Дизел,130000,Рачен,Седани,Сива,Македонска,042022,130kw/177ks,Еуро5
78,4400€,41.715954,21.770997,Seat,Leon,2007,Дизел,180000,Рачен,Хеџбек,Црна,Македонска,042021,77kw/105ks,Еуро5
79,9€,41.346182,21.553379,Audi,A4,2010,Дизел,200000,Рачен,Седани,Црна,Македонска,052022,105kw/143ks,Еуро5
80,3599€,41.931839,21.502835,Hyundai,i10,2009,Бензин/Плин,120000,Рачен,Maлиградски,Црна,Македонска,012020,55kw/75ks,Еуро4
81,1200€,41.438304,22.004864,Fiat,Bravo,2000,Бензин/Плин,200000,Рачен,Хеџбек,Црна,Македонска,052022,76kw/103ks,Останато
82,1200€,41.14712,22.507161,Mercedes-Benz,A140,1997,Бензин/Плин,250000,Рачен,Maлиградски,Црвена,Македонска,052021,60kw/82ks,Останато
83,75€,41.031728,21.329358,LandRover,Discovery,2002,Дизел,190000,Рачен,Теренци-SUV,Сива,Македонска,052022,101kw/137ks,Еуро3
84,4321€,41.9870695865131,21.4519291484375,Peugeot,308,2009,Дизел,160000,Рачен,Каравани,Сива,Македонска,042022,109kw/148ks,Еуро5
85,7000€,41.745515,22.19396,VWVolkswagen,Touareg,2004,Дизел,250000,Рачен,Теренци-SUV,Црна,Македонска,042022,110kw/150ks,Еуро4
86,1000€,41.031728,21.329358,VWVolkswagen,Polo,1996,Бензин/Плин,20000,Рачен,Maлиградски,Бела,Македонска,112021,66kw/90ks,Еуро3
87,3999€,41.715954,21.770997,VWVolkswagen,Golf,2005,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,052021,77kw/105ks,Еуро4
88,По договор,41.801881,20.913259,Fiat,Bravo,2008,Дизел,150000,Рачен,Хеџбек,Црна,Македонска,082021,88kw/120ks,Еуро4
89,332€,41.346182,21.553379,Ford,Galaxy,2002,Дизел,250000,Рачен,Моноволумен,Сина,Странска,082021,442kw/601ks,Еуро2
90,350€,41.031728,21.329358,,,,,,,,,,,,
91,1000€,41.9870695865131,21.4519291484375,,,,,,,,,,,,
92,8400€,42.1889136934193,22.3023153754272,Ford,Fiesta,2016,Дизел,140000,Рачен,Maлиградски,Бела,Македонска,102021,70kw/95ks,Еуро6
93,1100€,41.031728,21.329358,Peugeot,406,1998,Дизел,200000,Рачен,Седани,Зелена,Македонска,052021,66kw/90ks,Еуро3
94,2000€,41.51282,20.96083,Audi,A3,1998,Бензин/Плин,190000,Рачен,Хеџбек,Црвена,Македонска,052022,16kw/22ks,Еуро1
95,2100€,41.994543,22.181289,AlfaRomeo,Alfa159,2008,Дизел,250000,Рачен,Седани,Сива,Странска,0311625,110kw/150ks,Еуро4
96,3700€,41.884235,22.515181,VWVolkswagen,Golf,2005,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,122021,103kw/140ks,Еуро4
97,800€,41.031728,21.329358,Suzuki,Baleno,1996,Бензин/Плин,200000,Рачен,Седани,Зелена,Македонска,092021,60kw/82ks,Еуро2
98,4750€,41.924335,22.404964,VWVolkswagen,Golf,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,122021,77kw/105ks,Еуро4
99,По договор,42.205478,22.333429,VWVolkswagen,Touareg,2005,Дизел,200000,Рачен,Теренци-SUV,Црна,Македонска,082021,110kw/150ks,Еуро4
100,По договор,41.111733,20.798579,Mercedes-Benz,208,1993,Дизел,,Рачен,Каравани,Бела,Македонска,032022,67kw/91ks,Еуро2
101,1600€,41.031728,21.329358,BMW,323,1999,Бензин/Плин,250000,Автоматски,Купеа,Бела,Македонска,032022,125kw/170ks,Останато
102,5800€,41.9870695865131,21.4519291484375,Renault,Laguna,2012,Дизел,250000,Автоматски,Maлиградски,Сива,Македонска,042021,150kw/204ks,Еуро1
103,4650€,41.9870695865131,21.4519291484375,Seat,Toledo,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,072021,140kw/190ks,Еуро4
104,5000€,41.173346,20.677493,VWVolkswagen,GolfPlus,2006,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,062020,103kw/140ks,Останато
105,1€,41.9870695865131,21.4519291484375,Opel,Vectra,1998,Дизел,450000,Полуавтоматски,Седани,Бела,Странска,052018,22kw/30ks,
106,1МКД,42.00877,21.45126,Renault,Megane,2002,Дизел,190000,Рачен,Maлиградски,Сина,Македонска,042022,75kw/102ks,Еуро5
107,1€,42.205478,22.333429,Renault,Megane,2005,Дизел,200000,Рачен,Каравани,Црна,Македонска,072021,88kw/120ks,Еуро4
108,4500€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2006,Дизел,10000,Рачен,Хеџбек,Сина,Македонска,022022,19kw/26ks,Останато
109,16500€,41.440569,22.639528,Mercedes-Benz,ML320,2009,Дизел,110000,Автоматски,Теренци-SUV,Црна,Странска,072021,165kw/224ks,Еуро5
110,8700€,41.484224,22.089622,VWVolkswagen,Golf,2012,Дизел,140000,Рачен,Хеџбек,Црна,Македонска,122021,77kw/105ks,Еуро5
111,6450€,41.745515,22.19396,VWVolkswagen,Golf,2009,Дизел,20000,Рачен,Седани,Сива,Македонска,082021,105kw/143ks,Еуро5
112,1€,41.346182,21.553379,VWVolkswagen,GolfPlus,2007,Дизел,150000,Рачен,Моноволумен,Сина,Македонска,012022,77kw/105ks,Еуро4
113,1100€,41.090247,21.016781,Fiat,127,2001,Дизел,250000,Рачен,Седани,Бела,Македонска,012020,74kw/101ks,Еуро2
114,5€,42.00877,21.45126,VWVolkswagen,Golf,2010,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,042021,77kw/105ks,Еуро4
115,1999€,41.9870695865131,21.4519291484375,Renault,Megane,2004,Дизел,200000,Рачен,Каравани,Сива,Македонска,062021,88kw/120ks,Еуро4
116,2200€,42.013646,21.32586,Fiat,600,2006,Бензин,100000,Рачен,Maлиградски,Сина,Македонска,092021,40kw/54ks,Еуро3
117,1€,42.132926,21.715878,VWVolkswagen,NewBeetle,1999,Дизел,180000,Рачен,Maлиградски,Црна,Македонска,102021,82kw/111ks,Еуро4
118,22000МКД,41.346182,21.553379,Yugo,55,1990,Бензин/Плин,200000,Рачен,Maлиградски,Бела,Македонска,012020,40kw/54ks,Останато
119,88€,41.516028,20.533415,Opel,Astra,1995,Бензин,190000,Рачен,Седани,Сина,Македонска,032020,52kw/71ks,Еуро2
120,1400€,42.009423,20.971549,Opel,Astra,1998,Бензин,200000,Рачен,Maлиградски,Црвена,Македонска,022022,48kw/65ks,Еуро3
121,2200€,41.635743,22.470056,Renault,Scenic,2004,Дизел,250000,Рачен,Теренци-SUV,Бела,Македонска,122021,75kw/102ks,Останато
122,1€,41.031728,21.329358,Opel,Astra,2004,Бензин,140000,Рачен,Хеџбек,Сива,Македонска,012022,66kw/90ks,Еуро4
123,390€,41.9870695865131,21.4519291484375,VWVolkswagen,Passat,2015,Дизел,,Рачен,Хеџбек,Златна,Македонска,082020,104kw/141ks,Еуро6
124,5700€,41.93375,21.621843,VWVolkswagen,Golf,2009,Бензин/Плин,190000,Рачен,Седани,Црна,Македонска,0411625,75kw/102ks,Еуро5
125,5900€,42.205478,22.333429,Audi,A3,2008,Дизел,190000,Рачен,Хеџбек,Црна,Македонска,012021,77kw/105ks,Еуро4
126,1800€,41.440569,22.639528,Peugeot,307,2003,Дизел,350000,Рачен,Каравани,Сива,Македонска,112021,79kw/107ks,Еуро3
127,2450€,42.205478,22.333429,Seat,Ibiza,2004,Дизел,190000,Рачен,Maлиградски,Златна,Македонска,062021,47kw/64ks,Еуро4
128,6850€,41.440569,22.639528,Mitsubishi,Outlander,2007,Дизел,200000,Рачен,Теренци-SUV,Сива,Македонска,042022,103kw/140ks,Еуро4
129,4800€,41.9870695865131,21.4519291484375,Mercedes-Benz,C200,2004,Дизел,250000,Рачен,Каравани,Црна,Македонска,102021,90kw/122ks,Еуро4
130,2200€,41.315781,22.566826,BMW,320,1998,Дизел,250000,Рачен,Седани,Црна,Македонска,012021,100kw/136ks,Еуро3
131,6300€,41.031728,21.329358,Mercedes-Benz,E220,2005,Дизел,200000,Автоматски,Седани,Сива,Македонска,122021,110kw/150ks,Еуро4
132,1€,41.9870695865131,21.4519291484375,Opel,Astra,2011,Дизел,160000,Рачен,Хеџбек,Сива,Странска,052021,90kw/122ks,Еуро5
133,1€,41.9870695865131,21.4519291484375,Ford,Fiesta,2009,Дизел,140000,Рачен,Maлиградски,Бела,Македонска,042022,66kw/90ks,Еуро4
134,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Beetle,2012,Дизел,190000,Рачен,Купеа,Сива,Македонска,042022,77kw/105ks,Еуро5
135,1€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2006,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,032022,103kw/140ks,Еуро4
136,600€,41.438304,22.004864,Renault,Twingo,1994,Бензин/Плин,140000,Рачен,Maлиградски,Златна,Македонска,072019,40kw/54ks,Останато
137,3500€,41.438304,22.004864,VWVolkswagen,Touran,2004,Дизел,120000,Рачен,Моноволумен,Црна,Македонска,072021,90kw/122ks,Еуро4
138,6500€,41.438304,22.004864,Mercedes-Benz,Vito,2004,Дизел,250000,Рачен,Моноволумен,Бела,Македонска,112021,85kw/116ks,Еуро4
139,800€,41.438304,22.004864,Opel,Astra,1999,Бензин,110000,Рачен,Каравани,Сина,Македонска,122020,90kw/122ks,Еуро3
140,3200€,41.438304,22.004864,Audi,A6,2001,Дизел,190000,Рачен,Каравани,Сива,Македонска,012022,90kw/122ks,Еуро4
141,900€,41.9870695865131,21.4519291484375,Peugeot,106,1995,Бензин,150000,Рачен,Maлиградски,Бела,Македонска,062018,75kw/102ks,
142,333€,41.346182,21.553379,VWVolkswagen,Golf,1995,Бензин,350000,Рачен,Хеџбек,Црна,Странска,122021,443kw/602ks,Еуро3
143,3700€,41.9829126078288,21.4477746345564,Mazda,5,2005,Дизел,200000,Рачен,Моноволумен,Црвена,Македонска,072022,110kw/150ks,Еуро5
144,3500€,41.438304,22.004864,Mercedes-Benz,Vito,2004,Дизел,250000,Рачен,Моноволумен,Зелена,Странска,072022,90kw/122ks,Еуро3
145,15000МКД,41.978187,21.427388,Ford,Focus,2000,Бензин/Плин,15000,Рачен,Maлиградски,Бела,Македонска,052020,44kw/60ks,Еуро3
146,650€,41.924335,22.404964,Seat,Cordoba,1995,Бензин,180000,Рачен,Седани,Црвена,Македонска,062021,55kw/75ks,Еуро1
147,3950€,41.924335,22.404964,Opel,Corsa,2008,Дизел,90000,Рачен,Maлиградски,Сива,Македонска,122021,55kw/75ks,Еуро5
148,400€,41.9870695865131,21.4519291484375,BMW,X5,2009,Дизел,15000,Рачен,Теренци-SUV,Црна,Странска,072020,44kw/60ks,Еуро1
149,500€,41.993825,21.436139,Ford,C-Max,2000,Бензин/Плин,20000,Рачен,Maлиградски,Сива,Македонска,042020,44kw/60ks,Еуро3
150,1€,41.865485,21.940845,Audi,A4,2009,Дизел,200000,Рачен,Седани,Сина,Македонска,112021,105kw/143ks,Еуро5
151,3000€,41.991502,21.39781,Citroen,C4,2005,Бензин,140000,Рачен,Хеџбек,Црвена,Македонска,122021,75kw/102ks,Еуро3
152,По договор,41.9870695865131,21.4519291484375,BMW,318,2015,Дизел,170000,Рачен,Седани,Црна,Македонска,012020,110kw/150ks,Еуро5
153,1€,41.745515,22.19396,Ford,Fiesta,2006,Бензин,150000,Рачен,Maлиградски,Црвена,Македонска,042021,51kw/69ks,Еуро4
154,850€,42.205478,22.333429,Daewoo,Tico,1999,Бензин/Плин,110000,Рачен,Maлиградски,Сива,Македонска,062022,30kw/41ks,Останато
155,По договор,41.9870695865131,21.4519291484375,Renault,Другмодел,2020,Бензин,200000,Рачен,Седани,Црвена,Македонска,012020,14kw/19ks,Останато
156,10000€,41.346182,21.553379,VWVolkswagen,Golf,1991,Бензин,250000,Рачен,Хеџбек,Црвена,Македонска,022022,140kw/190ks,Еуро3
157,1800€,41.989867,21.581912,Lada,Niva,1996,Дизел,150000,Рачен,Теренци-SUV,Бела,Македонска,012019,0kw/0ks,Останато
158,1€,41.9870695865131,21.4519291484375,Opel,Tigra,1998,Бензин,190000,Рачен,Купеа,Сива,Македонска,012020,66kw/90ks,
159,950€,41.949632,21.502494,Opel,Corsa,1996,Дизел,200000,Рачен,Maлиградски,Зелена,Македонска,122021,48kw/65ks,Еуро3
160,По договор,41.031728,21.329358,Renault,Laguna,2006,Дизел,200000,Рачен,Седани,Сина,Странска,052021,81kw/110ks,Еуро4
161,По договор,42.009423,20.971549,Seat,Alhambra,2004,Дизел,200000,Рачен,Каравани,Сива,Странска,082020,0kw/0ks,Еуро4
162,5900€,41.9870695865131,21.4519291484375,Skoda,Rapid/Spaceback,2014,Бензин/Плин,180000,Рачен,Седани,Сива,Македонска,102022,66kw/90ks,Еуро5
163,2200€,41.14712,22.507161,Hyundai,Matrix,2005,Дизел,150000,Рачен,Каравани,Сива,Македонска,112021,62kw/84ks,Еуро3
164,6100€,41.9870695865131,21.4519291484375,Skoda,Rapid/Spaceback,2013,Бензин/Плин,120000,Рачен,Седани,Бела,Македонска,102021,55kw/75ks,Еуро5
165,1300€,41.9870695865131,21.4519291484375,Opel,Vectra,1996,Бензин/Плин,170000,Рачен,Седани,Бела,Македонска,042021,85kw/116ks,Еуро3
166,1€,41.9870695865131,21.4519291484375,Nissan,Primera,1993,Дизел,300000,Рачен,Каравани,Црвена,Македонска,012019,55kw/75ks,Останато
167,5500€,41.9870695865131,21.4519291484375,BMW,320,2004,Дизел,160000,Рачен,Купеа,Сива,Македонска,072021,110kw/150ks,Еуро4
168,По договор,42.205478,22.333429,VWVolkswagen,Passat,2012,Дизел,200000,Рачен,Седани,Црна,Македонска,062021,77kw/105ks,Еуро5
169,2500€,41.801881,20.913259,VWVolkswagen,Polo,2001,Бензин,200000,Рачен,Купеа,Сива,Македонска,102021,92kw/125ks,Еуро4
170,2900€,41.9870695865131,21.4519291484375,Citroen,C3,2007,Дизел,170000,Рачен,Maлиградски,Црна,Македонска,032022,44kw/60ks,Еуро4
171,7700€,42.205478,22.333429,LandRover,Freelander,2010,Дизел,180000,Рачен,Теренци-SUV,Сива,Македонска,022022,118kw/160ks,Еуро5
172,700€,41.9870695865131,21.4519291484375,Citroen,ZX,1994,Бензин/Плин,190000,Рачен,Maлиградски,Бела,Македонска,102021,55kw/75ks,Еуро1
173,1600€,41.5921510934115,21.546675280478,VWVolkswagen,Golf,1998,Дизел,250000,Рачен,Хеџбек,Сина,Македонска,012022,66kw/90ks,Еуро3
174,3600€,42.132926,21.715878,BMW,530,1999,Дизел,300000,Автоматски,Седани,Сина,Македонска,102021,135kw/184ks,Еуро3
175,1600€,41.931839,21.502835,Peugeot,504,1984,Бензин,200000,Рачен,Седани,Црвена,Македонска,072020,75kw/102ks,Еуро1
176,4000€,41.924335,22.404964,Opel,Astra,2008,Бензин,85000,Рачен,Хеџбек,Сива,Македонска,102021,90kw/122ks,Еуро4
177,2300€,41.635743,22.470056,Ford,Fiesta,2006,Дизел,190000,Рачен,Maлиградски,Сива,Македонска,032022,50kw/68ks,Еуро4
178,1€,42.009423,20.971549,Seat,Ibiza,1999,Бензин/Плин,120000,Рачен,Maлиградски,Сина,Македонска,112021,1kw/1ks,Еуро3
179,8500€,41.635743,22.470056,Citroen,C4,2011,Дизел,200000,Рачен,Хеџбек,Сива,Македонска,052022,110kw/150ks,Еуро5
180,10€,41.9870695865131,21.4519291484375,Seat,Cordoba,2000,Дизел,150000,Рачен,Седани,Црвена,Македонска,032020,45kw/61ks,Еуро3
181,5000€,42.132926,21.715878,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Каравани,Сина,Македонска,062022,1kw/1ks,Останато
182,3900€,41.438304,22.004864,Fiat,Bravo,2008,Дизел,180000,Рачен,Хеџбек,Сива,Странска,122022,88kw/120ks,Еуро4
