,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација
5546,53500,41.949632,21.502494,3.0,63,Струја,11кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Југозапад
5547,73000,42.0082227640914,20.9809605050168,3.0,93,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Да,Тераса+1Балкон,2,Да,1Паркинг,Исток
5548,74750,41.9870695865131,21.4519291484375,3.0,65,Струја,5кат,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Да,1Паркинг,Југозапад
5549,40000,41.9870695865131,21.4519291484375,2.0,40,Друго,Сутеренстан,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Да,1Паркинг,Север
5550,126000,41.9870695865131,21.4519291484375,4.0,120,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Не,1Паркинг,Исток
5551,51500,41.931839,21.502835,2.0,42,Централно,Приземје,ВоЗграда,Нов,Полунаместен,Да,Нема,1,Не,Нема,Југозапад
5552,57000,42.013646,21.32586,3.0,83,Струја,5кат,ВоЗграда,Стар,Празен,Не,1Тераса,1,Да,Гаража+Повеќеод3паркингместа,Североисток
5553,67900,42.009423,20.971549,3.0,76,Централно,1кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Југ
5554,49000,42.0075119126179,20.9760035087024,3.0,82,Централно,5кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,2,Не,1Паркинг,Северозапад
5555,44000,42.009423,20.971549,3.0,69,Централно,6кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Не,1Паркинг,Југ
5556,84000,42.009423,20.971549,4.0,111,Централно,11кат,ВоЗграда,Нов,Празен,Да,Тераса+1Балкон,2,Не,1Паркинг,Исток
5557,36999,42.0067245977824,20.9785931067833,2.0,45,Струја,2кат,ВоЗграда,Стар,Полунаместен,Да,1Тераса,1,Да,1Паркинг,Североисток
5558,37500,41.991502,21.39781,1.0,30,Централно,3кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Североисток
5559,189000,41.991502,21.39781,6.0,153,Друго,2кат,ВоЗграда,Нов,Луксузен,Да,2Балкони,Повеќеод2,Не,1Гаража,Исток
5560,62000,41.9951494374082,21.4078014457245,3.0,66,Централно,10кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,2,Да,1Паркинг,Северозапад
5561,74250,41.931839,21.502835,3.0,82,Централно,6кат,ВоЗграда,Стар,Наместен,Да,2Балкони,1,Не,Нема,Запад
5562,53000,42.0012903471044,21.4253791624501,2.0,45,Нема,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Исток
5563,85000,41.346182,21.553379,3.0,96,Друго,2кат,ВоЗграда,Нов,Луксузен,Не,3Балкони,1,Не,Нема,Југ
5564,60000,41.931839,21.502835,3.0,60,Централно,3кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Да,Гаража+Повеќеод3паркингместа,Југ
5565,70000,41.9870695865131,21.4519291484375,3.0,62,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југ
5566,65500,41.9870695865131,21.4519291484375,2.0,58,Централно,8кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Североисток
5567,62500,42.009423,20.971549,3.0,77,Централно,6кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,2Паркингместа,Исток
5568,45000,41.031728,21.329358,3.0,90,Струја,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Не,1Паркинг,Југ
5569,85000,42.009423,20.971549,3.0,90,Друго,3кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,Гаража+1Паркинг,Североисток
5570,40000,41.9870695865131,21.4519291484375,3.0,60,Струја,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Југ
5571,41000,42.013646,21.32586,2.0,51,Централно,4кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Североисток
5572,95000,41.978187,21.427388,3.0,91,Централно,2кат,ВоЗграда,Стар,Празен,Да,1Балкон,2,Да,1Паркинг,Југ
5573,57000,41.9870695865131,21.4519291484375,3.0,76,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Север
5574,27000,41.978187,21.427388,1.0,20,Централно,4кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Североисток
5575,20000,41.090247,21.016781,2.0,50,Дрва,1кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Исток
5576,119000,41.9870695865131,21.4519291484375,4.0,126,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,Повеќеод3балкони,2,Не,3Паркингместа,Североисток
5577,61500,41.991502,21.39781,2.0,57,Струја,Приземје,ВоЗграда,Нов,Полунаместен,Да,Тераса+1Балкон,1,Не,1Гаража,Југоисток
5578,55000,41.173346,20.677493,3.0,75,Дрва,1кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,1Паркинг,Југ
5579,42000,41.745515,22.19396,3.0,80,Струја,3кат,ВоЗграда,Стар,Полунаместен,Не,2Балкони,1,Да,1Паркинг,Исток
5580,49500,42.013646,21.32586,2.0,58,Нема,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Исток
5581,32000,42.009423,20.971549,3.0,64,Друго,2кат,Вокуќа,Стар,Полунаместен,Не,2Балкони,1,Не,1Паркинг,Североисток
5582,48000,41.9870695865131,21.4519291484375,3.0,68,Централно,Приземје,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,Повеќеод3паркингместа,Југозапад
5583,48000,41.111733,20.798579,3.0,80,Друго,4кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,1Гаража,Југозапад
5584,46000,41.111733,20.798579,3.0,65,Друго,6кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5585,27000,41.111733,20.798579,1.0,34,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Не,Нема,Југозапад
5586,50000,41.7911309812834,20.907680005249,1.0,26,Струја,Приземје,ВоЗграда,Стар,Полунаместен,Не,Нема,1,Да,1Паркинг,Југ
5587,36000,41.931839,21.502835,2.0,40,Друго,1кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,Нема,Запад
5588,108000,41.9901885109684,21.4440820689088,4.0,114,Централно,2кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,2,Да,1Паркинг,Североисток
5589,68000,42.009423,20.971549,3.0,72,Друго,6кат,ВоЗграда,Нов,Луксузен,Да,2Балкони,1,Не,Нема,Југоисток
5590,24000,41.715954,21.770997,2.0,50,Друго,7кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Да,1Паркинг,Југ
5591,37500,41.993825,21.436139,2.0,58,Централно,7кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,Нема,Север
5592,61900,42.009423,20.971549,3.0,63,Струја,1кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Север
5593,105000,41.978187,21.427388,3.0,70,Друго,5кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Североисток
5594,48000,42.009423,20.971549,3.0,75,Друго,7кат,ВоЗграда,Стар,Полунаместен,Да,2Балкони,1,Да,Нема,Југоисток
5595,82000,41.978187,21.427388,3.0,64,Друго,2кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Да,1Гаража,Исток
5596,39500,42.009423,20.971549,3.0,83,Друго,5кат,ВоЗграда,Стар,Полунаместен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Североисток
5597,52999,42.009423,20.971549,3.0,82,Струја,5кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Запад
5598,67000,41.991502,21.39781,3.0,74,Централно,1кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,Нема,Североисток
5599,31000,41.9870695865131,21.4519291484375,1.0,34,Друго,5кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Северозапад
5600,79999,42.009423,20.971549,3.0,84,Централно,6кат,ВоЗграда,Нов,Наместен,Да,2Балкони,2,Не,Гаража+1Паркинг,Југозапад
5601,47000,41.801881,20.913259,3.0,68,Дрва,3кат,ВоЗграда,Реновиран,Полунаместен,Не,2Балкони,1,Не,1Паркинг,Југоисток
5602,55000,42.0017744959467,21.4541031689626,3.0,73,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Да,Гаража+3Паркингместа,Југ
5603,81200,41.0280845849178,21.3408253373901,4.0,116,Струја,3кат,ВоЗграда,Воградба,Празен,Не,3Балкони,2,Да,1Паркинг,Југ
5604,65000,41.9870695865131,21.4519291484375,2.0,50,Централно,1кат,ВоЗграда,Стар,Полунаместен,Не,1Тераса,1,Да,Нема,Североисток
5605,37000,41.931839,21.502835,2.0,40,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
5606,60000,41.9870695865131,21.4519291484375,3.0,75,Нема,Приземје,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Гаража+Повеќеод3паркингместа,Исток
5607,55000,42.013646,21.32586,4.0,100,Друго,5кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Не,Нема,Југ
5608,42000,42.013646,21.32586,2.0,59,Нема,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југ
5609,33000,41.9870695865131,21.4519291484375,1.0,39,Струја,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,Нема,1,Да,Повеќеод3паркингместа,Југ
5610,45500,42.009423,20.971549,3.0,74,Друго,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5611,59999,42.009423,20.971549,3.0,70,Централно,5кат,ВоЗграда,Нов,Луксузен,Да,1Тераса,1,Не,2Паркингместа,Југ
5612,77000,41.949632,21.502494,3.0,70,Централно,10кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,1Паркинг,Исток
5613,70000,41.9870695865131,21.4519291484375,3.0,81,Централно,Приземје,ВоЗграда,Стар,Наместен,Да,2Балкони,2,Да,1Паркинг,Југоисток
5614,70000,41.9870695865131,21.4519291484375,3.0,81,Централно,Приземје,ВоЗграда,Стар,Наместен,Да,2Балкони,2,Да,1Паркинг,Југозапад
5615,52000,41.9870695865131,21.4519291484375,3.0,60,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,1Паркинг,Север
5616,41990,41.8421902820035,23.4757659915889,2.0,58,Друго,7кат,ВоЗграда,Нов,Наместен,Не,2Балкони,1,Не,Повеќеод3паркингместа,Југ
5617,11990,41.8339738212442,23.4825913880198,1.0,35,Друго,3кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Исток
5618,47000,41.931839,21.502835,2.0,56,Централно,7кат,ВоЗграда,Нов,Полунаместен,Да,1Тераса,1,Не,Нема,Југоисток
5619,16300,41.8329782882812,23.4714677643208,1.0,38,Друго,3кат,ВоЗграда,Нов,Полунаместен,Не,Нема,1,Не,Повеќеод3паркингместа,Север
5620,34999,42.009423,20.971549,2.0,41,Струја,1кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Југоисток
5621,39000,41.9870695865131,21.4519291484375,2.0,57,Струја,2кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Југозапад
5622,31500,42.009423,20.971549,3.0,61,Струја,4кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,1Паркинг,Југ
5623,105000,41.978187,21.427388,2.0,50,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,1Паркинг,Север
5624,45000,42.009423,20.971549,3.0,68,Централно,6кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Да,1Паркинг,Југозапад
5625,36990,41.83275244953,23.4942645628674,1.0,38,Друго,Приземје,ВоЗграда,Нов,Наместен,Не,Нема,1,Не,Нема,Запад
5626,37000,41.0845669845835,21.0086264373704,3.0,65,Дрва,2кат,ВоЗграда,Реновиран,Наместен,Не,Тераса+1Балкон,1,Да,Гаража+1Паркинг,Исток
5627,45000,42.009423,20.971549,3.0,68,Централно,6кат,ВоЗграда,Нов,Луксузен,Да,2Балкони,1,Не,1Паркинг,Исток
5628,25000,41.11772273891,20.8200486749411,1.0,39,Струја,3кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,2Паркингместа,Југ
5629,105000,42.009423,20.971549,4.0,105,Друго,3кат,ВоЗграда,Реновиран,Луксузен,Да,2Балкони,1,Да,1Гаража,Југоисток
5630,33333,41.924335,22.404964,2.0,54,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,2,Да,1Паркинг,Југоисток
5631,110000,41.978187,21.427388,3.0,98,Централно,2кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Да,1Гаража,Југ
5632,53000,42.0086721057149,20.9730770160638,3.0,84,Струја,4кат,ВоЗграда,Нов,Празен,Не,2Балкони,2,Да,1Паркинг,Југ
5633,65000,41.931839,21.502835,2.0,47,Дрва,2кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,1Гаража,Југоисток
5634,85000,41.978187,21.427388,3.0,76,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1Тераса,1,Да,Нема,Југ
5635,70000,41.9870695865131,21.4519291484375,3.0,72,Централно,4кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,1Паркинг,Исток
5636,45000,42.013646,21.32586,2.0,53,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Да,Нема,Северозапад
5637,52000,42.00877,21.45126,3.0,80,Централно,6кат,ВоЗграда,Стар,Полунаместен,Не,Тераса+2Балкони,1,Да,Нема,Југозапад
5638,58000,42.0055481522671,21.3904868232849,3.0,72,Централно,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Запад
5639,54000,42.009423,20.971549,2.0,49,Друго,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5640,75500,42.007347800283,20.9760798694288,3.0,84,Струја,4кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Не,1Паркинг,Југозапад
5641,57000,42.00877,21.45126,3.0,62,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Југ
5642,87000,41.949632,21.502494,4.0,106,Централно,1кат,ВоЗграда,Стар,Празен,Да,2Балкони,2,Да,Повеќеод3паркингместа,Југоисток
5643,52000,41.9870695865131,21.4519291484375,3.0,60,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Да,Повеќеод3паркингместа,Исток
5644,84000,41.9870695865131,21.4519291484375,3.0,70,Централно,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Североисток
5645,88000,41.9843039332,21.4274212449468,3.0,79,Друго,2кат,ВоЗграда,Нов,Наместен,Не,1Балкон,2,Не,1Паркинг,Североисток
5646,60000,41.9870695865131,21.4519291484375,3.0,60,Централно,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
5647,39000,41.949632,21.502494,2.0,40,Централно,8кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Североисток
5648,55000,41.949632,21.502494,3.0,61,Централно,5кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,Нема,Северозапад
5649,63000,41.9870695865131,21.4519291484375,3.0,63,Друго,4кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Исток
5650,66000,41.9870695865131,21.4519291484375,3.0,72,Централно,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Северозапад
5651,23500,41.715954,21.770997,2.0,49,Друго,7кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Да,1Паркинг,Југ
5652,87000,41.9870695865131,21.4519291484375,3.0,85,Струја,1кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Југ
5653,25000,41.745515,22.19396,1.0,38,Струја,5кат,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Да,1Паркинг,Југ
5654,48000,42.009423,20.971549,3.0,65,Друго,Приземје,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Југоисток
5655,28500,42.132926,21.715878,2.0,45,Друго,4кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,Повеќеод3паркингместа,Североисток
5656,85000,41.9870695865131,21.4519291484375,3.0,82,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Да,1Паркинг,Југ
5657,75900,41.9870695865131,21.4519291484375,3.0,69,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,2Паркингместа,Исток
5658,52000,41.9870695865131,21.4519291484375,3.0,69,Централно,4кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Да,Гаража+Повеќеод3паркингместа,Исток
5659,131000,42.0079165695244,21.3936744209752,4.0,105,Централно,Поткровје,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,1Паркинг,Северозапад
5660,40000,41.031728,21.329358,3.0,72,Струја,6кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Исток
5661,65000,41.991502,21.39781,3.0,63,Централно,5кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Североисток
5662,117000,41.978187,21.427388,3.0,90,Централно,1кат,ВоЗграда,Нов,Наместен,Да,2Балкони,1,Не,1Паркинг,Југоисток
5663,55000,42.009423,20.971549,2.0,51,Друго,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5664,45000,41.1120240022462,20.8085286543408,3.0,62,Струја,5кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Да,1Паркинг,Запад
5665,51000,41.931839,21.502835,2.0,51,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5666,59000,41.931839,21.502835,2.0,59,Централно,3кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Не,1Паркинг,Североисток
5667,40000,42.013646,21.32586,2.0,51,Струја,4кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Југоисток
5668,52000,41.745515,22.19396,3.0,67,Друго,1кат,ВоЗграда,Реновиран,Наместен,Не,Тераса+1Балкон,1,Да,Гаража+1Паркинг,Југ
5669,65000,41.9798789945219,21.4659547805786,2.0,52,Друго,2кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Североисток
5670,75900,41.9870695865131,21.4519291484375,3.0,69,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,2Паркингместа,Исток
5671,70000,41.9747747908587,21.4454505523275,3.0,77,Централно,1кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,2,Не,1Паркинг,Југ
5672,45000,42.013646,21.32586,2.0,46,Друго,2кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Да,1Гаража,Исток
5673,51000,42.009423,20.971549,3.0,89,Струја,8кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Да,Повеќеод3паркингместа,Запад
5674,77000,41.9870695865131,21.4519291484375,3.0,96,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,2,Да,1Гаража,Југоисток
5675,49500,41.9870695865131,21.4519291484375,3.0,60,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
5676,39999,42.0073996956478,21.5074217470556,3.0,70,Централно,2кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Гаража+1Паркинг,Југозапад
5677,97000,41.9870695865131,21.4519291484375,4.0,105,Централно,4кат,ВоЗграда,Стар,Празен,Да,3Балкони,1,Да,Нема,Северозапад
5678,37500,42.00877,21.45126,2.0,56,Нема,4кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,1Паркинг,Исток
5679,139000,41.978187,21.427388,6.0,152,Централно,6кат,ВоЗграда,Стар,Празен,Да,1Балкон,2,Не,Гаража+1Паркинг,Исток
5680,25000,42.00877,21.45126,2.0,51,Струја,4кат,ВоЗграда,Стар,Полунаместен,Не,Нема,1,Да,1Паркинг,Југ
5681,101000,41.991502,21.39781,3.0,92,Струја,3кат,ВоЗграда,Нов,Наместен,Не,1Балкон,2,Не,Нема,Запад
5682,53000,41.9979215121565,21.3897207951791,2.0,54,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,1Тераса,Повеќеод2,Да,Повеќеод3паркингместа,Североисток
5683,79000,41.9870695865131,21.4519291484375,3.0,80,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Не,Повеќеод3паркингместа,Југоисток
5684,79000,41.949632,21.502494,3.0,80,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Не,Повеќеод3паркингместа,Исток
5685,38000,42.009423,20.971549,3.0,71,Друго,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Југ
5686,60000,41.931839,21.502835,3.0,72,Централно,4кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,Повеќеод3паркингместа,Југ
5687,130000,41.9870695865131,21.4519291484375,6.0,174,Централно,8кат,ВоЗграда,Реновиран,Празен,Да,Повеќеод3балкони,2,Да,2Паркингместа,Југоисток
5688,60000,41.9870695865131,21.4519291484375,4.0,100,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,Тераса+1Балкон,1,Да,Нема,Југ
5689,55000,42.00877,21.45126,3.0,80,Централно,12кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,2,Да,3Паркингместа,Североисток
5690,75000,41.991502,21.39781,3.0,95,Нема,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Не,Нема,Југоисток
5691,39000,41.931839,21.502835,2.0,42,Струја,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Запад
5692,60000,41.991502,21.39781,2.0,56,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,Нема,1,Да,2Паркингместа,Североисток
5693,52000,41.931839,21.502835,3.0,60,Централно,3кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,Повеќеод3паркингместа,Југ
5694,30000,41.9870695865131,21.4519291484375,1.0,22,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,1Паркинг,Исток
5695,68000,41.978187,21.427388,2.0,59,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Не,Нема,Југ
5696,46000,41.931839,21.502835,2.0,44,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Исток
5697,42000,41.031728,21.329358,5.0,140,Струја,5кат,ВоЗграда,Нов,Наместен,Не,2Балкони,2,Не,Нема,Исток
5698,87000,41.949632,21.502494,3.0,99,Централно,8кат,ВоЗграда,Стар,Празен,Да,1Балкон,2,Да,Повеќеод3паркингместа,Северозапад
5699,43000,41.931839,21.502835,2.0,54,Централно,Приземје,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,1Гаража,Југоисток
5700,57500,42.013646,21.32586,4.0,102,Друго,Приземје,Вокуќа,Реновиран,Празен,Не,1Тераса,2,Не,Повеќеод3паркингместа,Североисток
5701,38000,41.111733,20.798579,1.0,30,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,Повеќеод3балкони,1,Не,Нема,Запад
5702,30000,41.931839,21.502835,1.0,22,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,1Паркинг,Исток
5703,30000,41.931839,21.502835,1.0,22,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,1Паркинг,Исток
5704,48999,42.0084092955214,20.9744238853455,3.0,74,Дрва,7кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југоисток
5705,32000,41.9870695865131,21.4519291484375,1.0,22,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,1Паркинг,Исток
5706,50000,41.9870695865131,21.4519291484375,2.0,58,Струја,4кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,1Гаража,Југ
5707,30000,41.9870695865131,21.4519291484375,1.0,22,Друго,Приземје,ВоЗграда,Нов,Празен,Не,Нема,1,Не,1Паркинг,Исток
5708,55000,41.949632,21.502494,3.0,65,Нема,6кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Запад
5709,35000,41.865485,21.940845,3.0,65,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,Нема,Североисток
5710,27000,41.111733,20.798579,1.0,35,Друго,3кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,Повеќеод3паркингместа,Југ
5711,32000,42.132926,21.715878,2.0,50,Струја,1кат,ВоЗграда,Стар,Полунаместен,Не,1Тераса,1,Да,1Паркинг,Југ
5712,50000,41.9870695865131,21.4519291484375,3.0,64,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
5713,39999,41.9870695865131,21.4519291484375,3.0,70,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,2Паркингместа,Југозапад
5714,55000,41.993825,21.436139,4.0,100,Струја,4кат,ВоЗграда,Стар,Празен,Не,3Балкони,Повеќеод2,Да,1Паркинг,Северозапад
5715,47500,41.931839,21.502835,2.0,55,Централно,Приземје,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Не,1Гаража,Северозапад
5716,22000,41.0402982005981,21.342876333435,1.0,35,Друго,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Да,1Паркинг,Југоисток
5717,58000,41.949632,21.502494,3.0,71,Централно,6кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
5718,33000,41.111733,20.798579,2.0,47,Друго,5кат,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Не,1Паркинг,Североисток
5719,52500,42.003425,21.463615,3.0,75,Струја,1кат,ВоЗграда,Стар,Наместен,Не,2Балкони,2,Да,Нема,Исток
5720,62000,41.9870695865131,21.4519291484375,3.0,67,Централно,2кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југозапад
5721,48000,41.9870695865131,21.4519291484375,2.0,57,Нема,7кат,ВоЗграда,Реновиран,Празен,Да,Нема,1,Не,1Паркинг,Исток
5722,82000,41.991502,21.39781,3.0,73,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,Повеќеод3паркингместа,Запад
5723,63900,42.009423,20.971549,3.0,84,Струја,2кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,1Паркинг,Југ
5724,65000,41.9870695865131,21.4519291484375,3.0,63,Централно,Приземје,ВоЗграда,Стар,Празен,Не,Нема,1,Да,1Паркинг,Југ
5725,37500,41.9870695865131,21.4519291484375,2.0,44,Централно,>15кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Североисток
