,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација
0,127000,41.9988338028115,21.3957876144028,4.0,89,Централно,9кат,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Да,Гаража+2Паркингместа,Североисток
1,95000,42.009423,20.971549,6.0,135,Друго,4кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,2,Не,1Гаража,Југ
2,67500,41.9870695865131,21.4519291484375,2.0,45,Централно,6кат,ВоЗграда,Нов,Полунаместен,Да,Тераса+1Балкон,1,Не,1Паркинг,Исток
3,95000,41.9876278129915,21.4479058349152,3.0,99,Струја,Приземје,ВоЗграда,Реновиран,Празен,Да,2Балкони,1,Да,1Паркинг,Исток
4,52000,42.0600629740385,21.4500331878662,3.0,83,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,2,Да,Нема,Југоисток
5,72000,41.9870695865131,21.4519291484375,3.0,80,Централно,6кат,ВоЗграда,Стар,Празен,Да,Тераса+1Балкон,1,Да,Нема,Исток
6,69999,42.009423,20.971549,3.0,80,Друго,4кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Запад
7,57500,42.009423,20.971549,3.0,70,Друго,4кат,ВоЗграда,Нов,Празен,Не,Нема,1,Да,1Паркинг,Југ
8,22000,41.745515,22.19396,4.0,51,Нема,Приземје,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Гаража,Исток
9,29000,42.013646,21.32586,1.0,33,Нема,5кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Север
10,85000,41.978187,21.427388,3.0,66,Централно,2кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,Нема,Север
11,99000,41.978187,21.427388,3.0,99,Друго,2кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,1Паркинг,Југ
12,96000,42.013646,21.32586,4.0,82,Друго,2кат,ВоЗграда,Нов,Полунаместен,Не,Тераса+1Балкон,2,Не,Нема,Југ
13,199000,41.978187,21.427388,4.0,180,Централно,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,Нема,Југоисток
14,65000,41.931839,21.502835,3.0,55,Струја,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
15,78000,41.931839,21.502835,3.0,69,Централно,1кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
16,23000,41.14712,22.507161,2.0,52,Дрва,2кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Југоисток
17,109000,41.931839,21.502835,3.0,99,Централно,1кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Да,2Паркингместа,Југ
18,89000,41.9870695865131,21.4519291484375,3.0,88,Централно,12кат,ВоЗграда,Стар,Празен,Да,2Балкони,2,Да,1Паркинг,Североисток
19,61000,41.931839,21.502835,2.0,69,Струја,2кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Да,1Паркинг,Југозапад
20,111000,41.9870695865131,21.4519291484375,4.0,126,Струја,2кат,ВоЗграда,Нов,Празен,Не,2Балкони,2,Не,1Паркинг,Југоисток
21,93000,41.9870695865131,21.4519291484375,3.0,96,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,1Паркинг,Запад
22,35000,42.0097682294748,21.5064664404932,3.0,50,Струја,3кат,ВоЗграда,Реновиран,Полунаместен,Не,Нема,1,Да,1Паркинг,Север
23,65000,41.111733,20.798579,3.0,65,Струја,5кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,1Паркинг,Југозапад
24,51000,41.9870695865131,21.4519291484375,2.0,53,Централно,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,2Паркингместа,Северозапад
25,235000,41.9870695865131,21.4519291484375,4.0,200,Друго,4кат,ВоЗграда,Нов,Празен,Да,3Балкони,Повеќеод2,Да,Гаража+Повеќеод3паркингместа,Југ
26,122000,41.9870695865131,21.4519291484375,4.0,122,Централно,6кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,2,Не,Гаража+Повеќеод3паркингместа,Запад
27,122000,41.949632,21.502494,4.0,75,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Да,1Паркинг,Југ
28,70000,41.1099808967137,20.8090369329491,3.0,68,Струја,2кат,Вокуќа,Стар,Наместен,Не,2Балкони,1,Не,1Паркинг,Исток
29,24000,41.14712,22.507161,3.0,55,Друго,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,1Паркинг,Запад
30,47000,41.440569,22.639528,3.0,69,Централно,4кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,1Паркинг,Исток
31,127000,41.9765291545796,21.433464512229,3.0,65,Струја,1кат,Вокуќа,Реновиран,Празен,Не,Тераса+1Балкон,1,Да,1Гаража,Северозапад
32,46000,42.00877,21.45126,3.0,71,Струја,6кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,1Паркинг,Југоисток
33,93800,41.9899742701251,21.4196969321985,2.0,67,Струја,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Исток
34,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
35,43000,41.031728,21.329358,3.0,75,Дрва,5кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,1Паркинг,Исток
36,90000,42.013646,21.32586,3.0,104,Централно,>15кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,2,Да,Повеќеод3паркингместа,Југозапад
37,95000,41.111733,20.798579,2.0,59,Струја,2кат,ВоЗграда,Нов,Наместен,Не,2Балкони,1,Не,1Паркинг,Исток
38,63550,41.111733,20.798579,2.0,41,Струја,Приземје,ВоЗграда,Нов,Луксузен,Не,1Балкон,1,Не,1Паркинг,Исток
39,78300,41.111733,20.798579,2.0,58,Нема,Приземје,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југ
40,78000,41.9870695865131,21.4519291484375,2.0,59,Друго,6кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Југ
41,65000,41.9870695865131,21.4519291484375,2.0,55,Централно,3кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Не,Нема,Југозапад
42,60000,42.00877,21.45126,3.0,67,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Исток
43,99000,41.9870695865131,21.4519291484375,3.0,84,Струја,2кат,ВоЗграда,Реновиран,Празен,Не,2Балкони,1,Да,1Паркинг,Југ
44,100000,41.949632,21.502494,3.0,87,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,2Балкони,2,Да,Повеќеод3паркингместа,Југ
45,101000,41.931839,21.502835,4.0,107,Централно,4кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Да,Нема,Југ
46,87900,41.949632,21.502494,4.0,81,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,1Паркинг,Североисток
47,86000,41.978187,21.427388,3.0,86,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,1Паркинг,Југ
48,65000,41.9870695865131,21.4519291484375,2.0,81,Централно,5кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Југ
49,130000,41.931839,21.502835,4.0,98,Централно,2кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,Нема,Исток
50,58000,42.009423,20.971549,2.0,64,Струја,3кат,ВоЗграда,Нов,Наместен,Да,2Балкони,1,Да,1Паркинг,Југозапад
51,69900,42.009423,20.971549,3.0,64,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Нема,Југ
52,82000,41.949632,21.502494,3.0,99,Централно,5кат,ВоЗграда,Стар,Наместен,Да,3Балкони,1,Да,1Паркинг,Југ
53,52000,42.009423,20.971549,3.0,71,Струја,4кат,ВоЗграда,Реновиран,Полунаместен,Не,2Балкони,1,Да,Нема,Југоисток
54,89990,42.009423,20.971549,4.0,111,Струја,4кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Да,Нема,Исток
55,51000,41.931839,21.502835,2.0,66,Струја,5кат,ВоЗграда,Стар,Празен,Не,1Тераса,1,Не,1Паркинг,Југ
56,54990,42.009423,20.971549,3.0,97,Струја,5кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Североисток
57,71500,41.931839,21.502835,3.0,79,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,Нема,Исток
58,130000,41.931839,21.502835,4.0,110,Струја,2кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,1Паркинг,Исток
59,74000,41.9870695865131,21.4519291484375,3.0,78,Централно,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,Нема,Исток
60,75000,41.931839,21.502835,1.0,72,Централно,1кат,ВоЗграда,Стар,Празен,Да,1Тераса,1,Не,Нема,Исток
61,60000,41.931839,21.502835,1.0,46,Централно,3кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Североисток
62,82000,41.931839,21.502835,3.0,68,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Не,Нема,Исток
63,80000,41.9870695865131,21.4519291484375,4.0,89,Централно,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,1Паркинг,Југ
64,93000,41.9870695865131,21.4519291484375,3.0,104,Централно,6кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Да,Нема,Исток
65,92500,41.9870695865131,21.4519291484375,3.0,67,Централно,1кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Не,1Гаража,Исток
66,48650,41.9870695865131,21.4519291484375,2.0,35,Друго,Приземје,ВоЗграда,Воградба,Празен,Да,Нема,1,Не,Нема,Југ
67,65600,41.931839,21.502835,2.0,57,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Гаража,Север
68,61990,41.111733,20.798579,2.0,40,Струја,3кат,ВоЗграда,Реновиран,Полунаместен,Не,1Тераса,1,Не,1Паркинг,Југозапад
69,199000,41.9870695865131,21.4519291484375,4.0,118,Струја,4кат,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Не,Нема,Југоисток
70,47000,41.949632,21.502494,2.0,29,Централно,8кат,ВоЗграда,Реновиран,Наместен,Да,Нема,1,Не,Повеќеод3паркингместа,Исток
71,71000,41.949632,21.502494,3.0,70,Централно,3кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,1Паркинг,Југозапад
72,220000,41.9870695865131,21.4519291484375,4.0,144,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,Повеќеод2,Не,1Паркинг,Југ
73,80000,41.949632,21.502494,3.0,80,Централно,5кат,ВоЗграда,Стар,Полунаместен,Не,2Балкони,1,Да,1Паркинг,Исток
74,85000,41.111733,20.798579,2.0,57,Друго,1кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Не,1Паркинг,Запад
75,24000,41.14712,22.507161,3.0,57,Струја,2кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Не,1Паркинг,Југоисток
76,60000,41.9944743838429,21.3963502009337,2.0,55,Централно,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југ
77,250000,41.9870695865131,21.4519291484375,4.0,180,Друго,7кат,ВоЗграда,Реновиран,Луксузен,Да,2Балкони,2,Не,1Паркинг,Исток
78,250000,41.991502,21.39781,4.0,194,Централно,Приземје,ВоЗграда,Нов,Наместен,Да,1Балкон,Повеќеод2,Не,1Гаража,Југ
79,50000,41.993825,21.436139,3.0,54,Струја,1кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Исток
80,78000,41.9870695865131,21.4519291484375,2.0,60,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Исток
81,68000,41.7493572305331,22.1906233319855,2.0,80,Струја,1кат,ВоЗграда,Реновиран,Луксузен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југозапад
82,171000,41.9831896495171,21.4234270168952,4.0,170,Друго,2кат,ВоЗграда,Нов,Луксузен,Не,3Балкони,Повеќеод2,Да,2Паркингместа,Североисток
83,95000,41.978187,21.427388,3.0,65,Централно,2кат,ВоЗграда,Стар,Празен,Да,Нема,1,Не,1Паркинг,Југозапад
84,58000,41.931839,21.502835,3.0,62,Централно,11кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Југозапад
85,81500,41.931839,21.502835,4.0,74,Централно,Приземје,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Не,Нема,Исток
86,54500,41.931839,21.502835,2.0,56,Струја,2кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,1Паркинг,Запад
87,95000,41.931839,21.502835,3.0,79,Струја,2кат,ВоЗграда,Нов,Празен,Не,1Тераса,2,Не,1Паркинг,Североисток
88,88000,41.9870695865131,21.4519291484375,3.0,55,Централно,5кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,Нема,Исток
89,27500,41.931839,21.502835,1.0,23,Нема,Приземје,ВоЗграда,Стар,Полунаместен,Да,Нема,1,Да,1Паркинг,Југ
90,47000,41.931839,21.502835,1.0,37,Струја,5кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Северозапад
91,120000,41.931839,21.502835,4.0,140,Централно,7кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Исток
92,78000,41.9870695865131,21.4519291484375,3.0,71,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,1Паркинг,Северозапад
93,75000,41.9870695865131,21.4519291484375,2.0,78,Централно,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Не,Нема,Југоисток
94,31000,41.9870695865131,21.4519291484375,1.0,30,Централно,Приземје,ВоЗграда,Стар,Празен,Не,Нема,1,Не,1Паркинг,Исток
95,62000,41.9870695865131,21.4519291484375,3.0,67,Нема,5кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Југ
96,87500,41.949632,21.502494,3.0,96,Централно,4кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Исток
97,79500,41.9870695865131,21.4519291484375,3.0,85,Струја,3кат,ВоЗграда,Стар,Наместен,Да,1Балкон,2,Да,1Паркинг,Југозапад
98,67000,41.931839,21.502835,3.0,68,Струја,2кат,ВоЗграда,Стар,Наместен,Да,2Балкони,1,Не,1Паркинг,Југозапад
99,86000,41.9870695865131,21.4519291484375,3.0,108,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,Нема,Запад
100,81500,41.9870695865131,21.4519291484375,3.0,78,Централно,10кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,2,Да,Повеќеод3паркингместа,Југоисток
101,134900,42.00010438133,21.3942707142476,4.0,116,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,3Балкони,Повеќеод2,Не,2Паркингместа,Југозапад
102,42000,41.993825,21.436139,2.0,53,Друго,6кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Север
103,50500,41.931839,21.502835,2.0,42,Струја,Приземје,ВоЗграда,Воградба,Празен,Не,Нема,1,Не,Нема,Исток
104,56400,41.931839,21.502835,2.0,42,Струја,Приземје,ВоЗграда,Воградба,Празен,Да,Нема,1,Не,Нема,Исток
105,60000,41.949632,21.502494,3.0,62,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,1Паркинг,Југ
106,65550,41.931839,21.502835,3.0,57,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Гаража,Југ
107,155000,41.9870695865131,21.4519291484375,4.0,90,Струја,2кат,ВоЗграда,Нов,Луксузен,Да,Тераса+1Балкон,2,Не,Повеќеод3паркингместа,Североисток
108,70000,41.9870695865131,21.4519291484375,3.0,69,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,2Балкони,1,Не,1Паркинг,Северозапад
109,85250,41.9870695865131,21.4519291484375,3.0,55,Централно,5кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,1Паркинг,Запад
110,98000,41.991502,21.39781,3.0,85,Струја,Приземје,ВоЗграда,Воградба,Празен,Не,Нема,2,Да,1Паркинг,Југозапад
111,54000,41.5059398094636,20.9540391152899,3.0,71,Струја,1кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,Нема,Североисток
112,94000,41.949632,21.502494,3.0,85,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,1Гаража,Исток
113,65600,41.949632,21.502494,2.0,44,Струја,8кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,1Паркинг,Југоисток
114,58000,42.013646,21.32586,2.0,68,Струја,1кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Север
115,69000,41.978187,21.427388,3.0,68,Централно,4кат,ВоЗграда,Стар,Празен,Не,3Балкони,1,Не,Нема,Запад
116,89000,41.991502,21.39781,4.0,77,Струја,1кат,ВоЗграда,Воградба,Празен,Не,1Балкон,2,Не,Нема,Југоисток
117,54000,41.991502,21.39781,2.0,47,Струја,1кат,ВоЗграда,Воградба,Празен,Не,1Балкон,1,Не,Нема,Север
118,70500,41.931839,21.502835,3.0,64,Струја,5кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Север
119,68000,41.931839,21.502835,3.0,55,Струја,Приземје,ВоЗграда,Стар,Празен,Не,2Балкони,1,Не,Нема,Североисток
120,45000,41.931839,21.502835,2.0,41,Струја,5кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Југ
121,48500,41.931839,21.502835,2.0,44,Струја,5кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Југ
122,80000,41.931839,21.502835,3.0,67,Централно,4кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Не,Нема,Запад
123,65000,41.991502,21.39781,3.0,52,Централно,1кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Север
124,115000,41.991502,21.39781,3.0,75,Струја,6кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Југ
125,55000,42.003425,21.463615,2.0,61,Централно,8кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,Нема,Југоисток
126,79000,41.931839,21.502835,3.0,60,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Не,Нема,Запад
127,85000,41.949632,21.502494,3.0,94,Струја,4кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Да,Нема,Исток
128,81000,41.949632,21.502494,3.0,95,Централно,5кат,ВоЗграда,Стар,Празен,Да,3Балкони,2,Да,Нема,Југ
129,103000,41.931839,21.502835,3.0,82,Струја,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,Нема,Исток
130,50000,42.00877,21.45126,3.0,77,Централно,4кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Не,Нема,Југ
131,38000,41.031728,21.329358,3.0,60,Струја,Поткровје,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Исток
132,56000,41.949632,21.502494,3.0,60,Централно,5кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Југ
133,51000,41.991502,21.39781,2.0,59,Централно,4кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Север
134,85000,41.9857444492107,21.478364847702,3.0,83,Централно,12кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,Нема,Северозапад
135,30000,42.009423,20.971549,2.0,50,Струја,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Да,1Паркинг,Северозапад
136,124000,41.111733,20.798579,4.0,124,Струја,3кат,ВоЗграда,Нов,Наместен,Да,2Балкони,Повеќеод2,Не,2Паркингместа,Југоисток
137,45000,41.993825,21.436139,2.0,53,Нема,4кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Не,1Паркинг,Југ
138,94999,42.0002283272253,21.417302894104,3.0,69,Централно,Приземје,ВоЗграда,Нов,Празен,Да,1Тераса,2,Не,1Паркинг,Југоисток
139,80999,41.9823725115648,21.4370725993729,4.0,73,Централно,Приземје,ВоЗграда,Нов,Празен,Да,1Тераса,2,Не,1Паркинг,Југ
140,89999,41.9944467029885,21.4463701231326,3.0,65,Централно,5кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,2,Не,1Паркинг,Југ
141,56100,41.949632,21.502494,2.0,48,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,Повеќеод3паркингместа,Запад
142,62000,41.9870695865131,21.4519291484375,2.0,56,Струја,3кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Не,Повеќеод3паркингместа,Северозапад
143,94000,41.9870695865131,21.4519291484375,4.0,82,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,1Балкон,2,Не,1Паркинг,Југоисток
144,75000,41.931839,21.502835,3.0,60,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,Нема,Југоисток
145,66000,42.132926,21.715878,3.0,59,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Да,1Паркинг,Североисток
146,52500,41.931839,21.502835,1.0,41,Централно,Приземје,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
147,127000,41.931839,21.502835,3.0,123,Централно,1кат,ВоЗграда,Нов,Наместен,Да,2Балкони,1,Не,1Паркинг,Запад
148,61000,42.009423,20.971549,2.0,61,Струја,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Југоисток
149,37500,41.031728,21.329358,2.0,55,Друго,Приземје,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,1Паркинг,Исток
150,58000,41.931839,21.502835,2.0,56,Централно,2кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,Нема,Исток
151,200000,41.978187,21.427388,4.0,160,Централно,3кат,ВоЗграда,Нов,Полунаместен,Да,2Балкони,2,Не,2Паркингместа,Исток
152,71000,42.00877,21.45126,3.0,82,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,Нема,2,Да,Нема,Исток
153,120000,41.978187,21.427388,3.0,82,Централно,8кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,1,Не,2Паркингместа,Северозапад
154,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
155,106500,41.978187,21.427388,3.0,71,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Запад
156,85000,41.931839,21.502835,4.0,90,Друго,1кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Да,1Паркинг,Исток
157,49500,41.9782940419951,21.4398029826556,2.0,53,Централно,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,2Паркингместа,Северозапад
158,120000,41.991502,21.39781,3.0,84,Централно,5кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,2,Не,Нема,Североисток
159,50000,42.0175684982506,21.4344209678231,3.0,69,Нема,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,Нема,Запад
160,57500,41.931839,21.502835,2.0,50,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Не,Повеќеод3паркингместа,Југоисток
161,89500,41.9870695865131,21.4519291484375,3.0,86,Централно,6кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,1Паркинг,Запад
162,77500,41.9870695865131,21.4519291484375,3.0,62,Централно,4кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,1Паркинг,Северозапад
163,78000,41.9870695865131,21.4519291484375,3.0,80,Централно,4кат,ВоЗграда,Стар,Полунаместен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Исток
164,68500,41.931839,21.502835,2.0,62,Струја,3кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Не,1Паркинг,Исток
165,85000,41.9870695865131,21.4519291484375,2.0,83,Централно,12кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Не,Нема,Северозапад
166,62500,41.9870695865131,21.4519291484375,2.0,56,Централно,3кат,ВоЗграда,Стар,Празен,Да,Нема,1,Не,Нема,Запад
167,90000,41.931839,21.502835,3.0,71,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Тераса,2,Не,1Гаража,Југ
168,120000,41.949632,21.502494,4.0,110,Централно,1кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,2,Да,1Паркинг,Североисток
169,87000,41.931839,21.502835,3.0,96,Струја,7кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,1,Не,1Паркинг,Исток
170,81500,41.9870695865131,21.4519291484375,3.0,67,Централно,7кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,1,Не,1Паркинг,Исток
171,46500,41.9870695865131,21.4519291484375,2.0,29,Централно,8кат,ВоЗграда,Нов,Наместен,Да,Нема,1,Не,Нема,Исток
172,84000,41.9870695865131,21.4519291484375,3.0,67,Централно,6кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,1Паркинг,Исток
173,87000,41.9870695865131,21.4519291484375,3.0,81,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Да,1Паркинг,Североисток
174,50000,41.931839,21.502835,3.0,66,Струја,5кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Југ
175,105000,41.978187,21.427388,3.0,80,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,Нема,Југ
176,67000,41.949632,21.502494,3.0,64,Централно,1кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,1Паркинг,Југ
177,135000,41.978187,21.427388,4.0,87,Струја,4кат,ВоЗграда,Нов,Празен,Да,Тераса+Повеќеод3балкони,2,Не,1Гаража,Североисток
178,230000,41.9870695865131,21.4519291484375,3.0,180,Друго,7кат,ВоЗграда,Нов,Луксузен,Да,2Балкони,Повеќеод2,Не,1Паркинг,Југозапад
179,75000,41.991502,21.39781,3.0,76,Централно,3кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Да,1Гаража,Запад
180,58500,41.111733,20.798579,2.0,45,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Северозапад
181,97000,41.991502,21.39781,4.0,102,Централно,5кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,2,Да,1Гаража,Југоисток
182,200000,41.9870695865131,21.4519291484375,4.0,125,Централно,2кат,ВоЗграда,Реновиран,Луксузен,Да,2Балкони,2,Не,Нема,Југозапад
183,138000,41.991502,21.39781,4.0,116,Струја,2кат,ВоЗграда,Нов,Наместен,Не,3Балкони,Повеќеод2,Не,2Паркингместа,Југозапад
184,97000,42.0040411985978,21.4153433790758,4.0,102,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Да,1Паркинг,Исток
185,43000,42.009423,20.971549,3.0,69,Струја,6кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Да,Гаража+Повеќеод3паркингместа,Југоисток
