,price,make,model,year,fuel,distance_in_km,transmission,type,color,registration,registered_till,HP,standard,KW
845,По договор,Audi,A3,2009,Дизел,160000,Рачен,Хеџбек,Бела,Македонска,12021,105,Еуро5,77
899,По договор,Ford,Mondeo,2000,Дизел,140000,Рачен,Седани,Црвена,Македонска,122020,77,Еуро3,57
903,По договор,Kia,Cee'd,2010,Бензин/Плин,180000,Рачен,Хеџбек,Црна,Странска,102020,88,Еуро4,65
913,По договор,Lada,Samara,1996,Бензин/Плин,80000,Рачен,Седани,Црвена,Македонска,122020,75,Останато,55
920,По договор,Smart,ForTwo,2001,Бензин,150000,Полуавтоматски,Maлиградски,Црна,Македонска,72021,83,Еуро4,61
967,По договор,VWVolkswagen,GolfPlus,2006,Дизел,200000,Рачен,Останато,Црна,Македонска,122021,105,Еуро4,77
978,По договор,Audi,A3,2014,Дизел,120000,Рачен,Седани,Бела,Македонска,92021,156,Еуро6,115
982,По договор,VWVolkswagen,Caddy,2007,Дизел,200000,Рачен,Моноволумен,Сина,Македонска,12021,105,Еуро4,77
994,По договор,Ford,Transit,2007,Дизел,200000,Рачен,Моноволумен,Сина,Македонска,52019,90,Еуро4,66
998,По договор,Jeep,GrandCherokee,2006,Дизел,200000,Автоматски,Теренци-SUV,Златна,Македонска,62021,1207,Еуро4,888
1000,По договор,Audi,A4,2009,Дизел,250000,Автоматски,Каравани,Црна,Македонска,32021,190,Останато,140
1002,По договор,Audi,A6,2006,Дизел,200000,Автоматски,Седани,Сива,Македонска,12021,196,Еуро4,144
1005,По договор,Opel,Meriva,2004,Дизел,200000,Рачен,Maлиградски,Сива,Македонска,102021,101,Еуро3,74
1015,По договор,VWVolkswagen,Caddy,2010,Дизел,200000,Рачен,Седани,Бела,Македонска,92021,75,Еуро4,55
1058,По договор,Ford,Fusion,2007,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,12021,82,Еуро4,60
1091,По договор,VWVolkswagen,Polo,2005,Бензин,170000,Рачен,Maлиградски,Сива,Македонска,82020,64,Еуро4,47
1094,По договор,Audi,A6,2007,Дизел,200000,Рачен,Каравани,Црвена,Македонска,22021,179,Останато,132
1101,По договор,VWVolkswagen,Passat,2012,Дизел,140000,Автоматски,Седани,Црна,Македонска,122021,140,Еуро5,103
1123,По договор,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,12021,105,Еуро4,77
1129,По договор,VWVolkswagen,Golf,2012,Дизел,130000,Рачен,Хеџбек,Бела,Македонска,12021,105,Еуро5,77
1132,По договор,Seat,Leon,2006,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,12021,105,Еуро4,77
1143,По договор,VWVolkswagen,Polo,2004,Бензин,170000,Рачен,Maлиградски,Црна,Македонска,12021,75,Еуро4,55
1175,По договор,Opel,Corsa,1996,Дизел,300000,Рачен,Maлиградски,Црвена,Македонска,32020,61,Останато,45
1181,По договор,Citroen,Xsara,2004,Дизел,200000,Рачен,Каравани,Црна,Македонска,52021,75,Еуро4,55
1183,По договор,VWVolkswagen,Golf,2007,Дизел,160000,Рачен,Хеџбек,Црна,Македонска,12021,105,Еуро4,77
1203,По договор,Opel,Corsa,2008,Дизел,160000,Рачен,Maлиградски,Црвена,Македонска,92021,212,Еуро5,156
1238,По договор,Audi,A3,2005,Дизел,150000,Рачен,Хеџбек,Сива,Македонска,12020,140,Еуро4,103
1243,По договор,VWVolkswagen,Golf,2009,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,52018,105,Еуро4,77
1245,По договор,Opel,Vectra,1998,Дизел,250000,Рачен,Седани,Сина,Македонска,72020,101,Еуро3,74
1246,По договор,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,22018,105,Еуро4,77
1247,По договор,VWVolkswagen,Golf,2008,Дизел,190000,Рачен,Maлиградски,Црна,Македонска,62018,105,Еуро4,77
1271,По договор,Fiat,Ulysse,2003,Дизел,200000,Рачен,Моноволумен,Бела,Македонска,72020,33,Еуро3,24
1275,По договор,Mercedes-Benz,250,1995,Дизел,25000,Автоматски,Седани,Бела,Странска,72021,109,Еуро2,80
1313,По договор,Nissan,Qashqai,2017,Дизел,70000,Рачен,Теренци-SUV,Сива,Македонска,92020,177,Еуро6,130
1318,По договор,Mercedes-Benz,R350,2006,Бензин/Плин,200000,Автоматски,Хеџбек,Сива,Македонска,72021,272,Еуро5,200
1321,По договор,AlfaRomeo,Alfa159,2007,Дизел,190000,Рачен,Каравани,Сива,Странска,82020,150,Еуро4,110
1323,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
1325,По договор,BMW,320,2010,Дизел,180000,Автоматски,Седани,Сива,Македонска,122021,177,Еуро5,130
1331,По договор,BMW,330,2006,Дизел,250000,Автоматски,Каравани,Сива,Македонска,62019,231,Еуро4,170
1338,По договор,Mercedes-Benz,C220,2007,Дизел,200000,Рачен,Седани,Црна,Македонска,42021,170,Еуро4,125
1342,По договор,Nissan,Qashqai,2017,Дизел,100000,Рачен,Теренци-SUV,Бела,Македонска,102020,110,Еуро6,81
1346,По договор,Chevrolet,Spark,2010,Бензин/Плин,180000,Рачен,Maлиградски,Жолта,Македонска,22021,0,Еуро4,0
1349,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
1391,По договор,VWVolkswagen,Golf,2008,Дизел,200000,Рачен,Maлиградски,Црна,Македонска,22018,105,Еуро4,77
1400,По договор,VWVolkswagen,Polo,2009,Дизел,160000,Рачен,Хеџбек,Бела,Македонска,12021,75,Еуро5,55
1419,По договор,BMW,320,2015,Дизел,120000,Автоматски,Седани,Сива,Македонска,102021,150,Еуро6,110
1451,По договор,Peugeot,308,2008,Дизел,180000,Рачен,Хеџбек,Црна,Македонска,12021,109,Еуро4,80
1491,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
1492,По договор,Smart,ForTwo,2000,Бензин,150000,Автоматски,Maлиградски,Зелена,Македонска,102021,54,Еуро3,40
1496,По договор,VWVolkswagen,Passat,2005,Бензин,200000,Рачен,Седани,Сива,Македонска,92021,106,Еуро4,78
1502,По договор,Mercedes-Benz,C200,2002,Дизел,200000,Рачен,Седани,Црна,Македонска,12021,102,Еуро4,75
1503,По договор,Mercedes-Benz,E320,2000,Дизел,200000,Автоматски,Седани,Сива,Македонска,82020,197,Еуро4,145
1519,По договор,Audi,A4,1984,Бензин/Плин,10000,Автоматски,Maлиградски,Сива,Македонска,42020,75,Еуро4,55
1533,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,62021,101,Еуро4,74
1537,По договор,Hyundai,Sonata,2006,Дизел,140000,Рачен,Седани,Сива,Македонска,122021,140,Еуро4,103
1538,По договор,Toyota,IQ,2009,Бензин,90000,Рачен,Maлиградски,Црна,Македонска,122021,68,Еуро4,50
1550,По договор,VWVolkswagen,Golf,2009,Дизел,200000,Рачен,Maлиградски,Златна,Македонска,122018,190,Еуро5,140
1561,По договор,Seat,Ibiza,2013,Дизел,160000,Рачен,Maлиградски,Црна,Македонска,32021,75,Еуро5,55
1596,По договор,Peugeot,406,1997,Дизел,190000,Рачен,Седани,Жолта,Македонска,12020,0,Еуро2,0
1601,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,72021,101,Еуро4,74
1605,По договор,BMW,X3,2006,Дизел,190000,Рачен,Теренци-SUV,Црна,Македонска,62021,150,Еуро5,110
1617,По договор,Mercedes-Benz,E300,2012,Дизел,160000,Автоматски,Седани,Црна,Македонска,122020,231,Останато,170
1624,По договор,VWVolkswagen,Golf,2009,Дизел,200000,Рачен,Хеџбек,Сина,Македонска,12021,110,Еуро5,81
1633,По договор,Opel,Astra,2005,Дизел,190000,Рачен,Хеџбек,Сива,Македонска,52021,101,Еуро4,74
1660,По договор,Audi,A3,2006,Дизел,250000,Автоматски,Maлиградски,Црна,Македонска,32021,131,Еуро4,96
1681,По договор,Nissan,Qashqai,2017,Дизел,95000,Рачен,Теренци-SUV,Сива,Македонска,62020,131,Еуро6,96
1693,По договор,Mercedes-Benz,Sprinter,2010,Дизел,200000,Рачен,Седани,Бела,Македонска,82020,129,Еуро5,95
1704,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Автоматски,Хеџбек,Црна,Македонска,12021,136,Еуро5,100
1725,По договор,Citroen,C3,2005,Бензин,150000,Рачен,Maлиградски,Сива,Македонска,32021,73,Еуро4,54
1729,По договор,Mercedes-Benz,A150,2007,Бензин,200000,Рачен,Хеџбек,Црна,Странска,72020,95,Еуро4,70
1746,По договор,Seat,Ibiza,2011,Дизел,150000,Рачен,Maлиградски,Бела,Македонска,22021,105,Еуро5,77
1751,По договор,Fiat,GrandePunto,2007,Бензин/Плин,190000,Рачен,Maлиградски,Сина,Македонска,12020,65,Еуро4,48
1752,По договор,VWVolkswagen,Touran,2008,Дизел,200000,Рачен,Седани,Црна,Македонска,22021,105,Еуро4,77
1786,По договор,VWVolkswagen,Golf,2009,Дизел,180000,Рачен,Хеџбек,Сива,Македонска,12021,140,Еуро5,103
1820,По договор,VWVolkswagen,Golf,2000,Дизел,250000,Рачен,Maлиградски,Црна,Македонска,12021,110,Еуро2,81
1822,По договор,Opel,Astra,1997,Бензин/Плин,5000,Рачен,Хеџбек,Сина,Македонска,12021,0,Останато,0
1832,По договор,Peugeot,407,2007,Дизел,200000,Рачен,Седани,Сива,Македонска,22021,109,Еуро5,80
1874,По договор,Chevrolet,Matiz,2005,Бензин,110000,Рачен,Maлиградски,Сина,Странска,82020,67,Еуро4,49
1876,По договор,VWVolkswagen,Eos,2008,Бензин,200000,Рачен,Кабриолети,Сина,Македонска,52021,150,Еуро5,110
1898,По договор,Fiat,Punto,2002,Дизел,170000,Рачен,Хеџбек,Сина,Странска,72018,0,Еуро4,0
1899,По договор,Fiat,Punto,2010,Бензин,25000,Рачен,Maлиградски,Сива,Македонска,82018,60,Еуро1,44
1917,По договор,Opel,Zafira,2003,Дизел,190000,Рачен,Моноволумен,Сива,Странска,12020,125,Еуро3,92
